,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Chorizo-stuffed chicken,"1 shallot, grated, small handful finely chopped fresh parsley, 4 tbsp breadcrumbs, 1 large beaten free-range egg, skinned meat from 120g cooking chorizo, squeeze of lemon, 4 large free-range chicken breasts",417,22.2,6.2,28.8,22.4,3.7,6.3,2.5,Spain
11,"Chorizo, chickpea and mussel stew","2 tbsp olive oil, 2 shallots, chopped, 1 crushed garlic clove, 200g diced cured chorizo, 1 tbsp paprika, 1 chopped red chilli, 400g drained, 400g tin chickpeas, 2 tbsp tomato purée, 2 tbsp capers, 1kg mussels, 75ml white wine, 1 celery stick, sliced, small bunch of chopped fresh tarragon, squeeze of lemon, crusty bread to serve",417,22.2,6.2,28.8,22.4,3.7,6.3,2.5,Spain
12,Madeira-glazed chorizo with leeks and new potatoes,"30g butter, 3 leeks, thinly sliced, 240g cooking chorizo, sliced on the diagonal, 35ml Madeira, 250g baby new potatoes, handful of chopped fresh parsley,, slices of sourdough bread to serve",308,20.7,9.8,13.6,14.1,4.7,4,1,Spain
13,One-pot pancetta stew with butter beans and chorizo,"2 tbsp olive oil, 1 red onion, finely chopped, 200g cubed pancetta, 100g chopped cured chorizo, 1 tbsp chipotle paste, 400g can chopped tomatoes, 1 tsp white wine vinegar, 200ml chicken stock (we like Knorr), Fresh thyme sprigs, 1 bay leaf, 2 x 400g tins butter beans, drained and rinsed, Chopped fresh coriander",348,23.5,7.4,17.5,13.6,5.9,5.3,3.1,Spain
14,Chorizo and sprouting broccoli frittata,"200g cooking chorizo, 1 garlic clove, crushed, 8 stalks of trimmed sprouting broccoli, 6 large free-range eggs, 50ml double cream, 50g grated gruyère",444,35.5,15.4,29,3.1,2.6,2.6,1.4,Spain
15,"New potato, asparagus and feta frittata","100g new potatoes, 2 tbsp olive oil, ½ onion, finely sliced, 5 asparagus spears, trimmed, 6 large free-range eggs, lightly beaten, Splash of milk or double cream, 100g feta, crumbled",279,21.3,7.2,16.9,6,2.4,1.1,1.3,Spain
16,Goat’s cheese and piquillo pepper croquettes,"75g unsalted butter, 100g plain flour, plus extra for coating, 400ml semi-skimmed milk, hot, 150g soft goat’s cheese, chopped, 2-3 piquillo peppers, finely chopped, 2 medium free-range eggs, beaten, 125g dried white breadcrumbs, Vegetable oil for deep-frying",88,5.7,2.7,2.9,6.3,0.8,0.3,0.2,Spain
17,Black pudding in blankets,"16 British free-range streaky bacon rashers, 8 fresh thyme sprigs, halved, 16 slices – about 500g – black pudding or morcilla (see tips) any tough wrapping removed ",155,12.4,4.5,6.8,4.3,0.1,None,1.4,Spain
18,Fig and nut cakes,"250g blanched almonds or walnut halves, 1kg good-quality dried figs, 2 tbsp icing sugar or clear honey, 1 tsp aniseed or fennel seeds, 1 tsp ground cinnamon, ¼ tsp coarsely ground black pepper, ¼ tsp ground cloves, ¼ tsp ground ginger, Finely grated zest of 1 small lemon, 1-2 tbsp brandy, 2 rice paper sheets (28cm x 18cm), available from specialist cake shops and at amazon.co.uk, 4 small camembert boxes if making disc-shaped cakes, or sheets of cellophane (available from cakescookiesandcraftsshop.co.uk) if making log-shaped cakes",165,6.5,0.5,3.8,24.1,22.7,4.2 fibre,0.1 salt,Spain
19,"Chicken, butter bean and chorizo bake","120g sliced chorizo, 1 sliced onion, 2 chicken breasts, A glug of white wine, 1 tin of tomatoes, 1 tin of butter beans, A bunch of parsley",499,16.5,6.3,57,26.5,11.2,11,2.7,Spain
