,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Quick chilli con carne,"1 tbsp olive oil, 2 large onions, finely chopped, 3 garlic cloves, crushed, 500g British beef mince, 1 tbsp ground cumin, 1 tsp smoked paprika (pimentón), hot or sweet, depending on how hot you like your chilli con carne, ¼ tsp ground cinnamon, 400g tin chopped tomatoes, 250ml fresh beef stock, 400g tin red kidney beans, drained and rinsed, Coriander leaves, lime wedges, soured cream and warmed tortillas or steamed rice",443,24.3,9.3,32.6,19.3,8.8,8.4,0.7,Mexico
11,Ernesto’s winning chilli,"1 tbsp vegetable oil, 1 onion, finely chopped, 2 garlic cloves, chopped, 1 red pepper, finely chopped, 2 medium vine tomatoes, chopped, 1 tsp hot chilli powder, 1 tsp paprika, 1 tsp ground cumin, 500g 10% fat British Aberdeen Angus beef mince, 100ml red wine, 1 tsp dried oregano, 1 tsp dried thyme, 3 tsp tomato paste, 400g tin chopped tomatoes, 240ml quality fresh beef stock, 2 bay leaves, 1 medium cinnamon stick , 400g tin kidney beans, drained and rinsed, 400g tin sweetcorn, 30g dark chocolate (85% cocoa solids), broken into pieces, Ripe avocado, soured cream, fresh coriander sprigs and soft flour tortillas to serve (optional)",358,15.3,6.4,24.1,23.7,14.3,8.4,0.2,Mexico
12,Beef chilli with dark chocolate,"1 tbsp vegetable oil, 1 onion, finely chopped, 2 garlic cloves, chopped, 1 red pepper, finely chopped, 2 medium vine tomatoes, chopped, 1 tsp hot chilli powder, 1 tsp paprika, 1 tsp ground cumin, 500g 10% fat British Aberdeen Angus beef mince, 100ml red wine, 1 tsp dried oregano, 1 tsp dried thyme, 3 tsp tomato paste, 400g tin chopped tomatoes, 240ml quality fresh beef stock, 2 bay leaves, 1 medium cinnamon stick, 400g tin kidney beans, drained and rinsed, 400g tin sweetcorn, 30g dark chocolate (85% cocoa solids), broken into pieces, Ripe avocado, soured cream, fresh coriander sprigs and soft flour tortillas to serve (optional)",358,15.3,6.4,24.1,23.7,14.3,8.4,0.2,Mexico
13,Smoky beef chilli with black beans,"2 pasilla or guajillo chillies (see tips), 800ml tomato passata, 900g beef shin, cut into 3 cm cubes, 4 tbsp olive oil, 2 large onions, roughly chopped, 6 garlic cloves, finely chopped, 2 tbsp smoked sweet paprika (pimentón), 3 tbsp ground cumin, 1 tbsp chipotle purée, 60ml cider vinegar, 50g soft brown sugar, 1 tsp sea salt, 2 X 400g tins black beans, drained and rinsed, Finely chopped red onion, Chopped avocado, Fresh coriander leaves, Grated red leicester cheese, Tortilla chips",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mexico
14,Drunken caterpillar chilli con carne,"1 red onion, peeled, 8 garlic cloves, peeled, 4 fresh oregano sprigs, Extra-virgin olive oil, to drizzle, 1 tsp dark muscovado sugar, 400g tin plum tomatoes or fresh tomatoes (see tips), >400g tin black beans, drained and rinsed, 2 whole mild chillies such as pasilla, mulato or ancho, or a combination, ½ star anise, 1 tsp cumin seeds, 500g boneless beef shin, trimmed, or heel of beef, 250g pig’s cheek, Vegetable or sunflower oil, 250g quality beef mince, 300ml porter, or other dark beer, such as Guinness, 1 tsp chilli piquin powder or other chilli powder, 1 tsp powdered chipotle chilli (about half a large chipotle chilli), 1 tsp sweet smoked paprika, 1 tsp sal de gusano (chilli salt made with crushed caterpillars) or Maldon smoked salt, 1 tsp treacle, 250-500ml fresh beef stock , Fresh coriander leaves, Sour cream, Pickled jalapeños, Tortilla chips",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mexico
15,Barbecue sweet potatoes with garlic and herb dressing,"6 medium sweet potatoes, unpeeled, Extra-virgin olive oil to drizzle, 6 fat garlic cloves, unpeeled, 300g soured cream or natural yogurt, ½ red onion, Finely grated zest and juice, 1 lemon, Small bunch fresh coriander, chopped, Small bunch fresh flatleaf parsley, chopped, Small bunch fresh mint, chopped, plus extra leaves to serve",338,16.2,7.2,4.6,44.2,13.6,7.1,0.3,Mexico
16,Griddled cheesy cornbreads,"150g self-raising flour, plus extra for dusting, 100g polenta or cornmeal, 1 tsp sea salt, 250g natural yogurt, 100g mature cheddar, grated",235,7,3.9,9.8,32.7,3.4,1.5,1.4,Mexico
17,Leftover chicken quesadillas,"75g cooked chicken or pancetta or a mix of both (or same weight in veg), 75g grated mature cheddar and edam, 4 spring onions, sliced, 1 jalapeno chilli, finely chopped, Large handful fresh coriander, chopped, Olive oil, 2 flour tortillas",448,23.4,11.5,26,1,1,3.5,1.6,Mexico
18,Sweetcorn salsa,"340g tin of sweetcorn, drained and rinsed, ½ small red onion, finely chopped, Bunch of fresh coriander, roughly chopped, 1 red chilli, finely chopped, Handful of salted peanuts, finely chopped, Juice of 1-2 limes",223,8.1,1.4,7.1,31.1,12.9,3.7,0.9,Mexico
19,Mexican lamb wraps with guacamole,"1 tbsp olive oil, ½ red onion, sliced, 1 tsp ground cumin, 350g diced lamb leg, 1 tsp smoked paprika, juice of 1 lime, 2 garlic cloves, crushed, 2 ripe avocados, ½ finely chopped red onion, small bunch of chopped fresh coriander, tortillas, soured cream",534,28.7,9,25.5,44.8,3.8,6.3,0.7,Mexico
