,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Steak and pepper fajitas,"500g British beef stir-fry strips, 3 mixed peppers, sliced, 1 red onion, chopped into 1cm wedges, 1 tbsp vegetable oil, 2 tbsp fajita seasoning, 8 corn tortillas, 75g grated cheddar, Handful fresh coriander, roughly chopped, Ready-made salsa, guacamole and soured cream to serve",573,19.6,7.2,40.5,56.2,9.6,5.1,2.1,Mexico
11,"Jalapeño, bacon and crispy potato frittata","650g floury potatoes, such as maris piper, cut into 2-3cm chunks (see Make Ahead and tip), 3 tbsp light olive oil, 1-3 fresh jalapeño chillies, finely sliced (see tip), Finely grated zest and juice 1 large lime, 8 large free-range eggs, 4 spring onions, sliced, 4 tbsp flavoured mayonnaise (we used Gran Luchito Chipotle Chilli Mayo), Small handful fresh coriander, stalks and leaves chopped separately, 175g streaky bacon, roughly chopped, 1 small pointed cabbage (or spring greens), roughly chopped, 90g cheddar or manchego, cut into small chunks",513,33.7,9.4,23.7,25.8 carbs,6.5,5.5,1.7,Mexico
12,Paloma cocktail,"50ml tequila, such as Patron Silver, 90ml pink grapefruit soda, 15ml fresh lime juice, 1 pinch of salt, Pink grapefruit slice, to serve",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mexico
13,Mexican-style prawn rice with avocado salsa,"2 tbsp olive oil, 2 small red onions, 1 chopped, 1 sliced, 1-2 red chillies, chopped, 240g basmati rice, 400g tin chopped tomatoes, 20g fresh coriander, stalks and leaves chopped separately, 1 chicken or vegetable stock pot (we used Knorr), Juice of 1 lemon, plus wedges to serve, 300g sustainable peeled raw prawns, 200g green beans, tailed, 1 large ripe avocado, sliced",467,15.5,3,21.9,57,7.5,6.1,1.9,Mexico
14,Fish and chip tacos with pea guacamole,"2 large maris piper potatoes, peeled and cut into matchsticks, Olive oil for frying and drizzling, 1 red onion, sliced into thin half-moons, 2 tbsp red wine vinegar, 1 tsp sugar, 150g fresh peas, blanched (or use defrosted frozen peas), 2 ripe avocados, flesh roughly chopped, 1 garlic clove, crushed, 1 lime, plus extra wedges to serve, Bunch fresh coriander, leaves picked, Splash olive oil, 4 tbsp plain flour, 2 tsp taco seasoning (we used Luchito brand), 4 x 150g skinless haddock fillets, pin-boned, each fillet cut into 4 chunky strips, 4 corn tortillas, 4 tbsp mayonnaise, 1 tsp chipotle chilli paste",798,40.8,6.2,37.3,65.3,7.2,10.4,1,Mexico
15,"Sweet potato, pea and cheese quesadillas","300g sweet potatoes, 100g drained sweetcorn, 125g defrosted petits pois, 60g each grated cheddar and mozzarella, Large handful of chopped fresh coriander, 8 tortilla wraps, 2 stoned avocados, Juice of 1 lime,  plus extra to serve, 2 sliced spring onions",369,16.1,5.9,10.6,41.9,5,7.1,1.1,Mexico
16,Taco salad bowls with prawns,"8 tortilla wraps, Olive oil, 380-400g sustainable large, peeled raw prawns, 2 thinly sliced red peppers, 16 trimmed spring onions, 2 little gem lettuces, 6 tbsp ready-made aioli, Juice of 1 lemon , Pinch of sea salt flakes, Large pinch of sweet smoked paprika, Handful of chopped parsley",356,17,2.9,13.9,34.5,5.7,4.6,1.3,Mexico
17,Chicken and pepper pie with tortilla crisps,"Splash of veg oil, 1kg sliced skinless, boneless free-range chicken thighs, 1 large sliced red onion, 2 finely sliced orange peppers , 35g Mexican spice blend (we used Old El Paso Smoky BBQ Fajita Seasoning Mix),, 2 x 400g tins of tomatoes, 400g tin of black beans, 300ml hot chicken stock, 8 tortilla wraps , Handful of chopped fresh coriander",574,15.3,3.6,49.1,55,12,10,2.8,Mexico
18,Mexican-style pork carnitas,"2 whole ancho chillies, 2 whole guajillo chillies, 2 tsp cumin seeds, 2 tsp fennel seeds, 2kg boneless pork shoulder, cut into fist-sized chunks, about 8cm / 3¼in, 2 tbsp flaked sea salt, 4 tbsp pork fat, lard or dripping (olive oil is fine), plus extra if needed, 2 large white onions, chopped, 6 garlic cloves, finely chopped, 2 tsp hot chilli powder, 1½ tbsp dried oregano, 2 medium ripe tomatoes, chopped, 1 Tbsp chipotle chilli flakes or 1 chipotle chilli in adobo sauce, 2 litres diluted beef stock, 6 bay leaves, 1 tbsp red wine vinegar, 30g dark chocolate (100% cocoa solids or as high a percentage as you can find), grated, Salt and freshly ground black pepper (optional), Guacamole, rice or soft bread rolls, chopped tomato salsa, pickled vegetables, to serve",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mexico
19,Sweet potato chilli nachos,"Olive oil for frying, 1 onion, finely chopped, 2 garlic cloves, finely chopped, 1 tsp cumin seeds, 1 tbsp smoked paprika, Pinch chilli flakes, 1 tbsp tomato purée, 4 sweet potatoes, peeled and cut into 1cm chunks, 400g tin black beans, drained and rinsed, 400g tin chopped tomatoes, 400ml vegetable stock, Large handful fresh coriander, chopped, 1 large bag tortilla chips (about 200g; use a mix of regular and blue maize chips, if you like), 100g mature cheddar, grated, 2 tbsp soured cream",722,28.2,8.5,18.7,89.7,18.5,17.6,1.2,Mexico
