,0
31,https://www.deliciousmagazine.co.uk/recipes/crispy-mexican-tortilla-rice-bowl/
32,https://www.deliciousmagazine.co.uk/recipes/chicken-and-charred-corn-tacos/
33,https://www.deliciousmagazine.co.uk/recipes/mexican-style-barbecued-beef-brisket-with-quick-pickled-onions/
34,https://www.deliciousmagazine.co.uk/recipes/mexican-chicken-burgers/
35,https://www.deliciousmagazine.co.uk/recipes/corn-fritters-with-crispy-bacon-red-pepper-jam-and-soured-cream/
36,https://www.deliciousmagazine.co.uk/recipes/mexican-fish-tacos/
37,https://www.deliciousmagazine.co.uk/recipes/brazilian-black-bean-soup-with-raw-corn-salsa/
38,https://www.deliciousmagazine.co.uk/recipes/cornbread-with-deep-fried-crispy-onions/
39,https://www.deliciousmagazine.co.uk/recipes/corned-beef-bean-hash-chimichurri/
40,https://www.deliciousmagazine.co.uk/recipes/slow-cooked-duck-tacos-pineapple-salsa/
41,https://www.deliciousmagazine.co.uk/recipes/mexican-picadillo-pasties/
42,https://www.deliciousmagazine.co.uk/recipes/smoky-pork-and-black-bean-stew-with-kale/
43,https://www.deliciousmagazine.co.uk/recipes/knorrs-mexican-veggie-and-tortilla-soup/
44,https://www.deliciousmagazine.co.uk/recipes/smoky-sausage-chilli/
45,https://www.deliciousmagazine.co.uk/recipes/butternut-squash-chilli-with-rice/
46,https://www.deliciousmagazine.co.uk/recipes/shakshuka/
47,https://www.deliciousmagazine.co.uk/recipes/spicy-ancho-chilli-chicken-and-chorizo-hotpot/
48,https://www.deliciousmagazine.co.uk/recipes/harissa-spiced-lamb-tacos/
49,https://www.deliciousmagazine.co.uk/recipes/smoked-lentil-tacos-with-pico-de-gallo/
50,https://www.deliciousmagazine.co.uk/recipes/green-veg-and-chicken-tacos-with-pea-guacamole/
51,https://www.deliciousmagazine.co.uk/recipes/smoky-bean-and-sweet-potato-tortillas-with-lime-pickled-onions/
52,https://www.deliciousmagazine.co.uk/recipes/smoky-coriander-beef-fajitas/
53,https://www.deliciousmagazine.co.uk/recipes/chipotle-chicken-chilli-with-avocado/
54,https://www.deliciousmagazine.co.uk/recipes/braised-beef-chilli/
55,https://www.deliciousmagazine.co.uk/recipes/veggie-chilli-with-nachos/
56,https://www.deliciousmagazine.co.uk/recipes/red-pepper-and-courgette-enchiladas/
57,https://www.deliciousmagazine.co.uk/recipes/beef-enchiladas/
58,https://www.deliciousmagazine.co.uk/recipes/fried-kale-with-black-bean-chilli-and-guacamole/
59,https://www.deliciousmagazine.co.uk/recipes/spicy-turkey-enchiladas/
60,https://www.deliciousmagazine.co.uk/recipes/cheddar-jalapeno-chilli-and-sweetcorn-muffins/
61,https://www.deliciousmagazine.co.uk/recipes/parmesan-taco-shells/
62,https://www.deliciousmagazine.co.uk/recipes/beef-fajitas-with-avocado-and-sweetcorn-salsa/
63,https://www.deliciousmagazine.co.uk/recipes/vegetarian-huevos-rancheros/
64,https://www.deliciousmagazine.co.uk/recipes/lighter-chicken-enchiladas/
65,https://www.deliciousmagazine.co.uk/recipes/smoky-sweetcorn-fritters-with-tarragon-yogurt/
66,https://www.deliciousmagazine.co.uk/recipes/ultimate-chilli/
67,https://www.deliciousmagazine.co.uk/recipes/spicy-guacamole/
68,https://www.deliciousmagazine.co.uk/recipes/tomato-salsa-salad/
69,https://www.deliciousmagazine.co.uk/recipes/spicy-mexican-tortilla-soup-with-avocado-salsa/
70,https://www.deliciousmagazine.co.uk/recipes/quick-chilli-con-carne/
71,https://www.deliciousmagazine.co.uk/recipes/ernestos-winning-chilli/
72,https://www.deliciousmagazine.co.uk/recipes/beef-chilli-with-dark-chocolate/
73,https://www.deliciousmagazine.co.uk/recipes/smoky-beef-chilli-with-black-beans/
74,https://www.deliciousmagazine.co.uk/recipes/drunken-caterpillar-chilli-con-carne/
75,https://www.deliciousmagazine.co.uk/recipes/roast-sweet-potatoes-with-garlic-and-herb-dressing/
76,https://www.deliciousmagazine.co.uk/recipes/griddled-cheesy-cornbreads/
77,https://www.deliciousmagazine.co.uk/recipes/quesadillas/
78,https://www.deliciousmagazine.co.uk/recipes/sweetcorn-salsa/
79,https://www.deliciousmagazine.co.uk/recipes/mexican-lamb-wraps-with-guacamole/
80,https://www.deliciousmagazine.co.uk/recipes/mexican-mole-rojo/
81,https://www.deliciousmagazine.co.uk/recipes/diana-henrys-mexican-chicken-and-pumpkin-with-pepita-pesto/
82,https://www.deliciousmagazine.co.uk/recipes/vegetarian-chilli/
83,https://www.deliciousmagazine.co.uk/recipes/one-pan-chilli-eggs-with-guacamole/
84,https://www.deliciousmagazine.co.uk/recipes/quick-steak-fajitas-with-pickled-red-onions/
85,https://www.deliciousmagazine.co.uk/recipes/mexican-baked-beans/
86,https://www.deliciousmagazine.co.uk/recipes/chilli-con-carne-with-avocado-and-chilli-salsa/
87,https://www.deliciousmagazine.co.uk/recipes/maple-and-chilli-pork-wraps-with-smoky-mayo/
88,https://www.deliciousmagazine.co.uk/recipes/mojito-tin-can-cupcakes/
89,https://www.deliciousmagazine.co.uk/recipes/nachos-with-oxtail-chilli/
90,https://www.deliciousmagazine.co.uk/recipes/chicken-fajitas-with-corn-salsa/
91,https://www.deliciousmagazine.co.uk/recipes/chunky-chilli-chicken-soup/
92,https://www.deliciousmagazine.co.uk/recipes/mexican-style-pork-wraps/
93,https://www.deliciousmagazine.co.uk/recipes/tex-mex-beef-burritos/
94,https://www.deliciousmagazine.co.uk/recipes/chipotle-black-bean-chilli-with-guacamole/
95,https://www.deliciousmagazine.co.uk/recipes/smokin-hot-cocktail/
