,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Prawns pil pil with red peppers,"5 tbsp olive oil, 120g padrón peppers (from large supermarkets; see tip), 3 fat garlic cloves, finely sliced, 2 banana shallots, finely sliced, 200g raw sustainable king prawns, peeled and deveined, Large pinch sweet smoked paprika, 2 ready-roasted red peppers from a jar, thinly sliced, Handful fresh flatleaf parsley, chopped, Toasted sourdough to serve, Lemon wedges for squeezing",369.0,28.9,4.3,20.0,5.5,4.6,3.3,0.9,Spain
11,Salt cod fritters with herby aioli,"150g rock salt, 1 rosemary sprig, leaves chopped, 600g sustainable cod fillet, skin on, 1 large free-range egg, 6 tbsp milk, 2 cooked jacket potatoes (about 400g in total), 75g self-raising flour, 1 tbsp chopped fresh parsley, Vegetable oil for frying, 4 tbsp capers, drained, 150g good quality aïoli (we used Delouis, from Waitrose and Ocado), 3 tbsp chopped mixed fresh parsley and tarragon, Finely grated zest ½ lemon, Ceramic baking dish; digital probe thermometer",103.0,6.6,1.0,5.5,5.3,0.3,0.5,0.7,Spain
12,Houmous bowl with chorizo and crispy kale,"150g diced butternut squash, Olive oil, 60g diced chorizo, 210g tin drained and rinsed chickpeas,  1 tsp ground coriander, A handful of prepared chopped kale, 200g pot of houmous, Flatbreads, to serve",312.0,24.0,3.9,8.2,13.0,3.2,5.8,1.0,Spain
13,"Mussel, tomato and chorizo ragù on garlic toasts","200g good-quality cooking chorizo, 3 tbsp extra-virgin olive oil, plus extra for drizzling, 5 fat garlic cloves, 4 finely chopped, 1 left whole, ½ tsp chilli flakes, ½ tsp sweet pimentón (Spanish paprika), 400g skinned and chopped tomatoes, fresh or from a can, 50ml dry white wine, 3 tbsp sherry vinegar, 2 tsp golden caster sugar, 1.25kg rope-grown mussels, cleaned, 8 thick (1cm) slices rustic white bread, 2 tbsp chopped fresh flatleaf parsley",509.0,26.2,7.0,29.2,36.2,9.1,3.5,2.2,Spain
14,"Cheesy potato frittata with radicchio, salami and olive salad ","500g waxy potatoes such as charlotte, cut into 5mm thick slices, 2 tbsp olive oil, 4 banana shallots, sliced, 2 garlic cloves, crushed, 6 large free-range eggs, 100ml whole milk, Bunch fresh parsley, coarsely chopped, 75g grana padano cheese, grated, 125g ball mozzarella (regular or smoked), sliced, 1 head pink/red radicchio, leaves separated, 100g bag rocket, 70g salami, sliced, 75g nocellara or other green olives, pitted and sliced, 1 tbsp balsamic vinegar, 3 tbsp extra-virgin olive oil, Juice ½ lemon, Grana padano shavings to serve, 25cm non-stick ovenproof frying pan",392.0,24.7,9.9,23.1,17.6,2.6,3.4,1.6,Spain
15,Fried squid with aïoli and Aperol spritz ,"1 kg prepared squid tubes (defrosted if frozen), 100g cornflour, 50g plain flour, 1 tbsp sweet smoked paprika (pimentón dulce), 150ml prosecco, Vegetable oil for deep-frying, 1 garlic clove, crushed, 25g pine nuts, finely chopped (or crushed in a pestle and mortar), 100g good quality mayonnaise, Grated zest and juice 1 lime, plus wedges to serve, 600ml Aperol, 600ml chilled prosecco, 200ml soda water, 1 orange, cut into 8 slices",,,,,,,,,Spain
16,Sherry braised chorizo sausages with smashed lemon & garlic chickpeas,"1 tbsp olive oil, 2 x 190g packs cooking chorizo sausages, 2 large roasted red peppers from a jar, sliced, 200ml amontillado sherry, 2 tbsp light brown soft sugar, Chopped fresh parsley to serve, 6 garlic cloves, peeled, 6 tbsp extra-virgin olive oil, 3 x 400g tins chickpeas, drained and rinsed, Grated zest and juice 1½ lemon, Sea salt flakes",428.0,26.0,7.2,19.1,18.3,6.2,8.3,1.7,Spain
17,Black bean and sweet potato empanadas,"2 sweet potatoes, peeled, cut into 2cm chunks, 1 tbsp olive oil, 1 tsp ground coriander, 400g tin black beans, drained and rinsed, 1½ tbsp ancho chilli paste (from large supermarkets) – use less if you don’t like too much spice, Bunch spring onions, finely sliced, 60g butter, ½ tsp salt, 375g plain flour, plus extra to dust, 1 tbsp sweet smoked paprika, 240ml semi-skimmed milk, warmed gently in a pan, 1 free-range large egg yolk, beaten with 1 tbsp milk, Small pinch saffron strands, 6 tbsp mayonnaise, Grated zest and juice ½ lime",176.0,7.5,2.3,3.9,22.1,2.7,2.4,0.3,Spain
18,Patatas bravas,"3 tbsp extra-virgin olive oil, 1 onion, roughly chopped, 80g chargrilled peppers (available from Sainsbury’s), drained, 2 fat garlic cloves, sliced, 2 tsp sweet smoked paprika, ¼ tsp cayenne pepper, 1 lemon, 350g tomato passata (rustica or regular), 1.2kg waxy potatoes, such as charlotte, Light olive oil or sunflower oil for frying, Sea salt flakes, 2 fresh rosemary sprigs (optional), Handful fresh flatleaf parsley, chopped, Aioli to serve (optional)",296.0,9.8,1.4,5.7,43.1,7.0,5.9,0.1,Spain
19,Tomato gazpacho,"800g ripe tomatoes, chopped, ½ cucumber, roughly chopped, plus a handful diced pieces to serve, 2 red peppers, deseeded and roughly chopped, 2 garlic cloves, 50-60g day-old crusty white bread or sourdough, Glug dry sherry, 1 tbsp sherry vinegar, Glug extra-virgin olive oil, plus a drizzle to serve, Handful each fresh basil leaves, sliced cherry tomatoes and drained capers to serve",152.0,6.3,0.9,3.3,15.4,9.7,4.4,0.1,Spain
20,Portuguese custard tarts (pastéis de nata),"Butter for greasing, 500ml whole milk (preferably gold top), Pared zest from 1 lemon, 1 cinnamon stick, 70g plain flour, 485g caster sugar, 6 large free-range egg yolks, 2 x 320g packs ready-rolled, all-butter puff pastry (or learn how to make your own here)",241.0,9.6,4.6,3.6,34.9,23.4,0.7,0.3,Spain
21,Quick paella,"½ x 200g chorizo ring, sliced, 1 onion, chopped, 150g frozen peas,  ½ chicken stock cube (we like Knorr),  1 garlic clove, crushed,  200g (drained weight) roasted red peppers, sliced, ½ tbsp sweet smoked paprika, 500g leftover cooked rice or 2 x 250g cooked rice pouches, Small bunch fresh parsley, chopped, to serve,   Lemon wedges to serve",293.0,8.1,2.8,12.1,40.6,4.8,4.6,1.3,Spain
22,Knorr’s smoky chorizo one-pot,"175g chorizo, sliced thinly, 1 red pepper, sliced, 2 sweet potatoes, cut into chunks, 400g can chopped tomatoes, 1 Knorr Chicken Stockpot dissolved in 200ml boiling water, 1 tablespoon smoked paprika, optional, 400g can chickpeas, Mixed green salad to serve, optional",,,,,,,,,Spain
23,Quick fish stew,"3 tbsp extra-virgin olive oil, 1 onion, 3 garlic cloves, 1 tsp smoked paprika (pimentón), 400g tin chopped tomatoes, 750ml vegetable or chicken stock, 400g tin butter beans, 450g frozen sustainable white fish, defrosted, 150g frozen sustainable raw prawns, defrosted, Fresh parsley leaves to garnish",187.0,6.8,0.9,22.6,8.8,3.2,3.7,0.8,Spain
24,Gazpacho,"4 tbsp sherry vinegar, 4 tbsp extra-virgin olive oil, plus extra to drizzle, 2 small garlic cloves, roughly chopped, 80g blanched almonds, 700g mixed tomatoes, roughly chopped, plus extra, sliced, to serve, 1/2 cucumber, roughly chopped, plus extra slices to serve, 1/2 large red pepper, roughly chopped, plus extra to serve, 2 spring onions, finely sliced, plus extra to serve, A few fresh basil leaves, plus extra to serve, Crusty bread to serve",298.0,25.5,2.9,7.0,8.8,7.9,2.8,trace salt,Spain
25,Paella cooked on the barbecue,"3 large Spanish onions, 2 green peppers, 1 garlic bulb, 3 tbsp olive oil, 400g pork tenderloin fillet, halved lengthways and cut into chunks, 400g skinless boneless free-range chicken thighs, cut into chunks, 9 tbsp extra-virgin olive oil (we used Brindisa arbequina olive oil), 2 tsp sweet smoked paprika, 1.25 litres fresh fish stock, Large pinch saffron strands, 500g calasparra rice (or other paella rice), 200ml dry oloroso or fino sherry, 500g Frozen Big & Juicy Delicious White Clams, defrosted in the fridge (from Waitrose and Ocado); or 500g fresh clams (discard any clams that stay open when tapped), 200g pack cooked crevettes (whole large prawns) from Waitrose and Ocado or your fishmonger, Large bunch fresh flatleaf parsley, leaves picked and chopped, 130g padrón peppers (optional), 2 x 125g bags baby leaf spinach, 1 tbsp sherry vinegar, 30g pine nuts, toasted for 5 minutes in a dry pan, 50g raisins, soaked in about 100ml dry sherry, 1 lemon, cut into wedges, 46cm paella pan (we used a Kitchen Craft 46cm paella pan), Kitchen foil",542.0,19.9,3.2,30.4,51.9,9.0,3.5,1.3,Spain
26,Squid and chorizo risotto,"150g cooking chorizo, sliced, Olive oil for frying (about 2 tbsp), 1-2 shallots, finely chopped, 2 garlic cloves, crushed, 350g arborio risotto rice, 200ml dry white wine, 7 saffron strands, 1.25-1.5 litres hot vegetable stock, 2 large squid tubes, cleaned, patted dry with kitchen paper, cut into 1cm rings, 100g grated parmesan, plus extra to serve, 100g cold butter, diced, Watercress sprigs to serve",622.0,34.0,16.4,21.6,50.5,1.9,1.4,2.8,Spain
27,Grilled courgettes with parsnip purée and rocket pesto,"1kg mixed courgettes (round, yellow and trompetta – these are long, pale and somewhat curly, and have fewer seeds than regular courgettes), 40ml extra virgin olive oil, plus more for drizzling, Sea salt and freshly ground black pepper, A pinch of smoked paprika, 5 walnuts, grated, 400g parsnips, 500ml double cream, 30g unsalted butter, 50ml extra virgin olive oil, 1 bay leaf, Sea salt and freshly ground black pepper, 100g wild rocket, 2 bunches of fresh basil, 1 clove of garlic, crushed, 200g pine nuts, 200ml extra virgin olive oil, 250g Manchego cheese (or hard sheep’s cheese), cut into rough chunks, Sea salt and freshly ground black pepper",,,,,,,,,Spain
28,Lamb cutlets with tumbet,"250ml extra virgin olive oil , 2 onions,finely diced, 3 carrots, finely diced, 2 leeks, white part only, finely diced, 1 bay leaf, 150g pancetta, diced, 150g chorizo, diced , 2 dried choricero peppers, soaked in water and finely chopped, 4 dried chillies, soaked in water and finely chopped, 1 teaspoon smoked paprika, 1kg good quality tinned plum tomatoes, blitzed, sea salt and freshly ground black pepper, 2 teaspoons sugar, or to taste, 2 large red peppers, 1 aubergine, sliced into 1cm rounds, sea salt and freshly ground black pepper, 50ml extra virgin olive oil, plus enough for the potatoes, 1 potato, sliced into 1cm rounds, 8 lamb cutlets (ask your butcher to French trim these for you), sea salt and freshly ground black pepper, 4 cloves of garlic, very finely chopped, 4 tablespoons flat parsley leaves. very finely chopped, 200ml extra virgin olive oil",,,,,,,,,Spain
29,Pork chops baked in chorizo and black olive tomato sauce,"½ red onion, finely chopped, 1 garlic clove, finely chopped, 75g cooking chorizo, roughly chopped, 1 tbsp tomato paste, 2 x 400g tins chopped tomatoes, 100ml red wine, 40g halved pitted black olives, 2 British free-range bone-in pork chops, Rocket leaves and crusty bread, to serve",624.0,34.1,8.5,47.5,19.4,18.1,5.8,2.1,Spain
30,Spicy tomato and chorizo pasta bake,"150g cooking chorizo, chopped, 1 onion, finely chopped, 2 garlic cloves, crushed, 1 tsp chilli flakes, 200ml red wine, 400g can chopped tomatoes, 250g large pasta shells, Bunch fresh basil leaves, roughly chopped, 80g cooking mozzarella, 1.5 litre ovenproof dish",507.0,17.5,7.4,22.4,52.9,7.7,5.6,1.7,Spain
31,Crab croquetas with romesco dipping sauce,"65g unsalted butter, 1 large banana shallot, very finely chopped, 140g plain flour, plus extra to dust, ¼ tsp mustard powder, Large pinch cayenne pepper, Large pinch freshly grated nutmeg, 125ml fresh fish stock, 300ml milk, 50g each brown and white crabmeat, 2 tbsp mix of finely chopped chives and dill, 2 large free-range eggs, beaten, 135g dried breadcrumbs, Around 2 litres sunflower oil for frying, 2 red peppers, 80g blanched almonds, roughly chopped, 70g stale crusty white bread, torn into chunks, ¼ tsp hot smoked paprika, 1 large garlic clove, crushed, 2 tbsp sherry vinegar, 90ml extra-virgin olive oil",142.0,9.2,2.6,4.0,10.5,1.3,0.6,0.2,Spain
32,Halloumi and smoked paprika stuffed portobello mushrooms,"16 portobello mushrooms, Olive oil for brushing, 150g halloumi, ½ tsp sweet smoked paprika, 2 spring onions, thinly sliced, ½ tsp finely grated lemon zest, 5 tbsp breadcrumbs, ½ tsp fresh thyme leaves",260.0,15.9,7.1,14.6,17.8,0.9,0.7,1.9,Spain
33,Clam chowder,"250ml dry white wine, 50g butter, 2kg cleaned clams, Olive oil for frying, 1 onion, finely chopped, 1 celery stick, finely sliced, 1 leek, finely sliced, 2 garlic cloves, crushed, 2 tsp hot chilli powder, 2 tsp sweet smoked paprika, 200g cooking chorizo, sliced, 600g maris piper potatoes, diced, 400ml whole milk, 400ml double cream, 200ml dry sherry (we used oloroso), Finely grated zest and juice 1 lemon, Bunch fresh flatleaf parsley, chopped",896.0,62.0,33.6,33.5,31.7,8.3,5.4,5.3,Spain
34,"Wheat berry, broad bean, rocket and chorizo salad","200g wheat or rye berries (we like Merchant Gourmet), 350g asparagus (about 12 fat stems), trimmed and cut into 7cm lengths, 300g broad beans, 2 tbsp olive oil, 200g cooking chorizo, thinly sliced (we like Unearthed), 1 small red onion, thinly sliced, 200g cherry tomatoes, halved, Juice of 1 lemon, 100g rocket",461.0,19.5,6.0,20.6,50.4,6.9,9.4,0.8,Spain
35,Spicy pork stew with sweet potatoes and beans,"2 tbsp olive oil, 1 large onion, chopped, 2 tsp ground cumin, 1½ tsp dried oregano, 700g pork shoulder, cubed, 1 tsp clear honey, 1 tsp ground cinnamon, 2 garlic cloves, finely chopped, 1 red chilli, sliced, 400g can chopped tomatoes, 500ml chicken or vegetable stock, 2-3 sweet potatoes, cubed (about 600g), 1 bay leaf, 400g can kidney beans, rinsed and drained, Large handful of fresh coriander, leaves chopped, Natural yogurt to serve (optional)",526.0,13.9,3.5,46.4,51.2,16.4,11.8,1.5,Spain
36,Dulce de leche fondants,"225g unsalted butter, plus 25g extra, melted, for brushing, 30g light brown sugar, plus extra for lining the ramekins, 450g dulce de leche, 5 medium free-range eggs, lightly beaten, 200g plain flour, 2 tsp sea salt flakes, Créme fraîche to serve, 8 x 175ml ramekins or metal pudding basins ",566.0,32.2,19.2,11.6,57.2,30.2,1.0,0.9,Spain
37,Potato and morcilla scotch eggs,"400g floury potatoes, such as maris piper, chopped into chunks, 2 litres sunflower oil to deep-fry, plus a glug, 300g morcilla or black pudding, crumbled or finely chopped, 50g manchego or cheddar cheese, grated, Large knob of butter, Handful fresh flatleaf parsley, finely chopped, 10 large free-range eggs – 6 of them whole, 4 lightly beaten, Plain flour for coating, 250g dried breadcrumbs, Sea salt flakes to sprinkle, Digital probe thermometer",648.0,37.0,10.8,27.3,50.7,2.7,1.4,2.1,Spain
38,"Chicken, prawn and chorizo paella","2 tbsp olive oil, 4 British free-range skinless, boneless chicken thighs, cut into 3cm pieces, 150g cooking chorizo, cut into small chunks, 1 onion, finely chopped, 2 garlic cloves, finely chopped, 1 tsp sweet smoked paprika, 300g paella rice, 1 litre chicken stock, 150g sustainable raw peeled and deveined king prawns, 100g frozen peas, Small bunch fresh parsley, roughly chopped, and lemon wedges",625.0,21.2,6.4,40.2,66.1,3.2,4.6,2.3,Spain
39,Peri-peri roast chicken,"2kg free-range whole chicken, Fresh mint leaves, lemon wedges and steamed rice to serve, 2 red peppers, halved and deseeded, 5 tbsp olive oil, plus extra to drizzle, 3 red chillies (see tips), 1 tsp smoked paprika, 1 tbsp grated fresh ginger, 3 garlic cloves, roughly chopped, ½ tsp caster sugar, 2 tsp dried oregano, 15g bunch fresh oregano, 2 tbsp red wine vinegar, ½ tsp ground allspice, Pinch cayenne pepper",388.0,18.4,3.6,51.1,3.1,2.8,2.5,0.4,Spain
40,Manchego and soured cream crusted pumpkin,"1 large (1.5kg) pumpkin or squash, peeled and sliced into wedges, Olive oil for drizzling, Small bunch fresh oregano, finely chopped (or 1 tbsp dried oregano), 100ml soured cream, 200g full-fat cream cheese, 1 garlic clove, crushed, Finely grated zest 1 lemon, 2 free-range egg yolks, 1 tsp dried chilli flakes, 50g fresh breadcrumbs, 30g parmesan (or vegetarian alternative), grated, 60g manchego, grated (Tesco sells a vegetarian version; or use a cheese such as berkswell)",209.0,14.6,9.0,7.8,10.0,4.6,2.9,0.6,Spain
41,"Chorizo, cannellini and sage orecchiette with breadcrumbs","250g cooking chorizo (mild or hot), cut into small cubes, 2 x 400g tins cannellini beans, drained and rinsed, patted dry, Olive oil for drizzling, Bunch fresh sage, leaves picked, 4 tbsp dried breadcrumbs, 300g orecchiette, Extra-virgin olive oil, Zest and juice 1 lemon, Grated parmesan to serve",803.0,31.4,9.1,35.7,87.8,3.1,13.3,2.3 salt,Spain
42,Pea and bacon frittata,"Olive oil for frying, 1 onion, finely sliced, 3 British free-range unsmoked streaky bacon rashers, roughly chopped, 2 garlic cloves, crushed, 10 free-range eggs, beaten, 300ml milk, ½ bunch spring onions, roughly chopped, 300g frozen peas, defrosted, 30g cheddar, grated",430.0,26.9,8.0,29.3,14.9,10.4,5.1,1.3,Spain
43,Aubergine fries with balsamic drizzle,"3 medium aubergines, trimmed and sliced into 1cm thick batons, 1 tbsp salt, 1 medium free-range egg, 250ml iced water, 90g plain flour, ½ tsp baking powder,  1 litre sunflower oil for deep-frying, Balsamic glaze to serve, Digital probe thermometer",232.0,16.4,2.2,4.1,14.9,2.9,4.6,2.6,Spain
44,"Pan-fried figs, serrano ham, cream cheese and walnuts on toast","100g cream cheese, 50g walnuts, 4 slices bread, such as sourdough or rustic, toasted, 4 figs (see food team’s tips), Extra virgin olive oil, 1 tbsp brown sugar, a splash of sherry vinegar, a pinch of rock salt, 4 thin slices of serrano ham",,,,,,,,,Spain
45,Chilled almond soup with caperberry migas,"60g crustless, day-old white bread, torn into rough pieces, 275g blanched whole almonds, 1 garlic clove, chopped, 180ml extra-virgin olive oil, 3 tbsp sherry vinegar, or to taste, 100g seedless white grapes, halved, 2 tbsp olive oil, plus extra to serve, 25g caperberries, 30g panko or dried breadcrumbs, 1 small garlic clove, finely chopped, Finely grated zest ½ lemon",576.0,51.7,5.8,13.4,14.0,4.9,0.6,0.2,Spain
46,Bloody Mary gazpacho with fresh oysters,"1.3kg vine tomatoes, plus extra, finely diced, to garnish, 250g cucumber, peeled and chopped, plus extra to garnish, 2 celery sticks, strings removed, roughly chopped, plus celery leaves to garnish, 1 red pepper, finely sliced, 1 green pepper, finely sliced, 4 garlic cloves, crushed, 150g quality bread, torn, soaked in water for 10-15 minutes until very soft, then drained and water squeezed out, 2 tbsp sherry vinegar, 120ml extra-virgin olive oil, plus extra to drizzle, 300ml vodka, Tabasco and Worcestershire sauce, to taste (we used nearly 1 tbsp of each), Celery salt and lemon wedges to season and garnish, 12 freshly shucked oysters to serve",375.0,16.1,2.2,6.7,21.0,9.6,4.5,0.6,Spain
47,Green gazpacho,"2 large cucumbers, peeled and roughly chopped, 2 celery sticks, chopped, 1 large green apple, chopped, 2 spring onions, cut into quarters, Juice 1-2 limes to taste, 2 small avocados (about 250g), peeled and cubed, 1 tbsp vegetarian Worcestershire sauce (such as Biona, from good delis and health food shops), Tabasco and lemon juice to taste, 1 cucumber, Juice 1 lime, Edible flowers such as borage, or small fresh mint leaves",189.0,13.8,2.6,3.9,9.7,8.7,5.2,0.2,Spain
48,Garlic and oloroso clams,"1kg clams, 3 medium vine tomatoes, 3 tbsp olive oil, plus a drizzle to serve, 2 shallots, finely chopped, 3 garlic cloves, crushed, 300ml dry oloroso sherry, plus extra to serve, Large bunch fresh flatleaf parsley, roughly chopped, Crusty bread to serve",515.0,18.4,2.9,29.5,21.5,13.8,3.0,5.6,Spain
49,Salt hake fritters with orange alioli,"250g rock salt, 5 fresh thyme sprigs, roughly chopped, 4 garlic cloves, chopped, 600g fresh hake, skin on, 100g rock salt, 1 large maris piper potato (about 400g), pricked several times with a fork, Salt hake – see above, well rinsed (or see tip), 550ml whole milk, 3 garlic cloves, crushed, 1 bay leaf, Large fresh rosemary sprig, 40g cold unsalted butter, diced, 50g plain flour, sifted, 2 medium free-range eggs, beaten, 1 tbsp orange juice, 2 litres sunflower oil for frying, For the orange alioli, 100ml freshly squeezed orange juice, 125g good quality alioli (garlic mayonnaise), A deep-fat fryer or digital probe thermometer",181.0,12.4,2.3,9.8,7.3,0.9,0.7,1.8,Spain
50,Saffron and chorizo steamed clams,"500g fresh clams, 120g spicy cooking chorizo, skin removed, crumbled, 1 tbsp olive oil, 3 shallots, chopped, 1 small leek, halved lengthways and sliced, Thumb-size piece fresh ginger, finely grated, 2 garlic cloves, crushed, Small pinch saffron strands, toasted, then soaked in 2 tbsp boiling water for 2-3 minutes, 50ml dry white wine, Small bunch fresh flatleaf parsley, roughly chopped, 1 pomegranate, halved and seeds knocked out",235.0,13.5,4.2,15.0,6.0,4.9,3.4,1.3,Spain
51,John Whaite’s chorizo and chickpeas braised in cider,"Olive or rapeseed oil, 500g cooking chorizo, 2 x 660g jars cooked garbanzos (chickpeas) or 4 x 400g tins chickpeas, drained (see John’s tip), 200ml fresh beef stock, 400ml dry cider, plus extra to serve (see food team’s tip), Large handful fresh flatleaf parsley, roughly chopped",605.0,35.5,11.1,32.7,29.4,3.4,10.2,3.1,Spain
52,Quick warm butter bean salad with chorizo,"4 banana shallots, finely sliced, 4 celery sticks, finely sliced, 2 tbsp olive oil, 3 garlic cloves, finely sliced, 200g cooking chorizo, 30ml medium-dry sherry (or red wine), 2 x 400g cans butter beans, drained and rinsed, Handful fresh flatleaf parsley, roughly chopped, 200g mixed salad leaves, 60g manchego cheese, Lemon wedges",460.0,28.3,11.1,24.6,19.4,4.1,10.4,2.2,Spain
53,Tomato and chorizo risotto with garlic Tenderstem,"3 tbsp olive oil, 1 large onion, diced, 3 garlic cloves, 2 finely chopped and 1 sliced , 400g risotto rice , 200ml dry white wine, 400g can cherry tomatoes, 1.5l chicken or vegetable stock, 200g Tenderstem broccoli, 150g chorizo, cubed, 30g parmesan, grated, plus extra for serving, Handful fresh basil, torn",,,,,,,,,Spain
54,"Squid, fennel and chorizo salad with orange oil","2 fennel bulbs, trimmed, 1 large or 2 medium oranges, cut into segments,  Olive oil for cooking,  200g cooking chorizo, sliced,  200g squid, prepared into rings, tentacles and wings,  2 tsp chopped fresh chives,  Thinly pared zest 2 oranges (use the oranges above), 150ml light rapeseed oil, 50ml light olive oil",407.0,34.3,6.8,16.4,6.7,6.5,3.1,1.4,Spain
