,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
13,Mexican-style prawn rice with avocado salsa,"2 tbsp olive oil, 2 small red onions, 1 chopped, 1 sliced, 1-2 red chillies, chopped, 240g basmati rice, 400g tin chopped tomatoes, 20g fresh coriander, stalks and leaves chopped separately, 1 chicken or vegetable stock pot (we used Knorr), Juice of 1 lemon, plus wedges to serve, 300g sustainable peeled raw prawns, 200g green beans, tailed, 1 large ripe avocado, sliced",467.0,15.5,3.0,21.9,57,7.5,6.1,1.9,Mexico
14,Fish and chip tacos with pea guacamole,"2 large maris piper potatoes, peeled and cut into matchsticks, Olive oil for frying and drizzling, 1 red onion, sliced into thin half-moons, 2 tbsp red wine vinegar, 1 tsp sugar, 150g fresh peas, blanched (or use defrosted frozen peas), 2 ripe avocados, flesh roughly chopped, 1 garlic clove, crushed, 1 lime, plus extra wedges to serve, Bunch fresh coriander, leaves picked, Splash olive oil, 4 tbsp plain flour, 2 tsp taco seasoning (we used Luchito brand), 4 x 150g skinless haddock fillets, pin-boned, each fillet cut into 4 chunky strips, 4 corn tortillas, 4 tbsp mayonnaise, 1 tsp chipotle chilli paste",798.0,40.8,6.2,37.3,65.3,7.2,10.4,1.0,Mexico
15,"Sweet potato, pea and cheese quesadillas","300g sweet potatoes, 100g drained sweetcorn, 125g defrosted petits pois, 60g each grated cheddar and mozzarella, Large handful of chopped fresh coriander, 8 tortilla wraps, 2 stoned avocados, Juice of 1 lime,  plus extra to serve, 2 sliced spring onions",369.0,16.1,5.9,10.6,41.9,5.0,7.1,1.1,Mexico
16,Taco salad bowls with prawns,"8 tortilla wraps, Olive oil, 380-400g sustainable large, peeled raw prawns, 2 thinly sliced red peppers, 16 trimmed spring onions, 2 little gem lettuces, 6 tbsp ready-made aioli, Juice of 1 lemon , Pinch of sea salt flakes, Large pinch of sweet smoked paprika, Handful of chopped parsley",356.0,17.0,2.9,13.9,34.5,5.7,4.6,1.3,Mexico
17,Chicken and pepper pie with tortilla crisps,"Splash of veg oil, 1kg sliced skinless, boneless free-range chicken thighs, 1 large sliced red onion, 2 finely sliced orange peppers , 35g Mexican spice blend (we used Old El Paso Smoky BBQ Fajita Seasoning Mix),, 2 x 400g tins of tomatoes, 400g tin of black beans, 300ml hot chicken stock, 8 tortilla wraps , Handful of chopped fresh coriander",574.0,15.3,3.6,49.1,55,12.0,10.0,2.8,Mexico
18,Mexican-style pork carnitas,"2 whole ancho chillies, 2 whole guajillo chillies, 2 tsp cumin seeds, 2 tsp fennel seeds, 2kg boneless pork shoulder, cut into fist-sized chunks, about 8cm / 3¼in, 2 tbsp flaked sea salt, 4 tbsp pork fat, lard or dripping (olive oil is fine), plus extra if needed, 2 large white onions, chopped, 6 garlic cloves, finely chopped, 2 tsp hot chilli powder, 1½ tbsp dried oregano, 2 medium ripe tomatoes, chopped, 1 Tbsp chipotle chilli flakes or 1 chipotle chilli in adobo sauce, 2 litres diluted beef stock, 6 bay leaves, 1 tbsp red wine vinegar, 30g dark chocolate (100% cocoa solids or as high a percentage as you can find), grated, Salt and freshly ground black pepper (optional), Guacamole, rice or soft bread rolls, chopped tomato salsa, pickled vegetables, to serve",,,,,,,,,Mexico
19,Sweet potato chilli nachos,"Olive oil for frying, 1 onion, finely chopped, 2 garlic cloves, finely chopped, 1 tsp cumin seeds, 1 tbsp smoked paprika, Pinch chilli flakes, 1 tbsp tomato purée, 4 sweet potatoes, peeled and cut into 1cm chunks, 400g tin black beans, drained and rinsed, 400g tin chopped tomatoes, 400ml vegetable stock, Large handful fresh coriander, chopped, 1 large bag tortilla chips (about 200g; use a mix of regular and blue maize chips, if you like), 100g mature cheddar, grated, 2 tbsp soured cream",722.0,28.2,8.5,18.7,89.7,18.5,17.6,1.2,Mexico
20,Easy Mexican chicken traybake,"2 red onions, cut into wedges, 4 free-range chicken legs, or 1kg free-range chicken thighs and drumsticks, 2-3 tbsp Mexican or fajita spice mix, 2 tbsp olive oil, plus extra for drizzling, 400g tin red kidney beans, drained and rinsed, 200g roasted red peppers from a jar, halved, or frozen sliced mixed peppers, 1 flour tortilla, cut into 1.5cm strips, 75g lancashire cheese or feta, crumbled, A few fresh coriander sprigs to serve (optional)",508,16.9,7.2,57.2,28.3,7.7,7.2,2.0,Mexico
21,Mexican black bean nachos,"2 tbsp olive oil, 1 red onion, finely chopped, 1 red pepper, sliced, 197g tin sweetcorn, drained and patted dry on kitchen paper, Large handful coriander, stalks and leaves chopped separately, 3 garlic cloves, crushed, 2 tbsp Mexican spice mix or fajita seasoning, 400ml passata, 250ml vegetable stock, 400g tin black beans, rinsed and drained, 185g tortilla chips (we used Manomasa White Cheddar chips from Asda, Booths, Sainsbury’s and good delis), 100g mature cheddar, grated, 2 ripe avocados, chopped, Juice 1 lime, plus wedges to serve, 2 green chillies, thinly sliced to serve (optional), Soured cream to serve",479,28.7,7.4,12.6,37.3,9.0,10.6,1.4,Mexico
22,"Sweet potato, red pepper and turkey enchiladas","1 large sweet potato, peeled and cut into 1.5cm cubes, Olive oil for drizzling, 6 small corn tortilla wraps, 350g cooked turkey or chicken (breast or thigh), 2 roasted red peppers from a jar, cut into slices (we like Karyatis), 75g mature cheddar, grated, 75g cherry tomatoes, cut into wedges, 2 tbsp chipotle paste, Finely grated zest and juice 1 lime4 tbsp soured cream, Handful fresh coriander leaves to garnish",527cals,21.5,9.3,14.4,66.2,9.8,5.2,1.72,Mexico
23,Breakfast burrito,"4 small free-range eggs, 8 rashers of smoked streaky bacon, 1 tbsp light olive oil, 1 red onion, finely chopped, 200g passata, 40g ketchup, 1 tsp ground cumin, 1 tsp sweet smoked paprika, 1 tsp Tabasco, 1 tsp Worcestershire sauce, 1½ x 400g cans black beans (360g total drained weight), ½ red onion, finely chopped, 150g mixed tomatoes, finely chopped, 1 jalapeño or green chilli, finely chopped, Juice 1 large lime, Soured cream or chipotle mayo (we like Gran Luchito), 4 large tortilla wraps, Bunch fresh coriander, finely chopped, 60g mature cheddar, grated, 2 small avocados, peeled, stoned and halved, Finely grated zest and juice 1 lime, Mexican chilli sauce and sliced jalapeños",,,,,,,,,Mexico
24,Mexican chicken and tortilla stew,"Splash of vegetable oil, 1 chopped red onion,  1½ tbsp fajita seasoning  , 1 sliced orange pepper, 400g tin of black beans, 198g tin of sweetcorn, 2 x 400g tins of chopped tomatoes, 1kg higher welfare cooked roast chicken, 1 tbsp soured cream, Few sliced radishes, Squeeze of lime juice, A few fresh coriander leaves, Tortilla chips",242,7.0,1.6,28.8,13.4,9.1,5.0,0.3,Mexico
25,"Black bean, sweetcorn and red pepper chimichangas","2 x 400g tins black beans, drained and rinsed, 2 tbsp chipotle paste, 396g tin sweetcorn, drained, 100g lancashire cheese, crumbled, 3 ready-roasted red peppers from a jar, roughly chopped, Finely grated zest 1 lime, juice of 2, plus wedges to serve, 8 tortilla wraps, Vegetable oil for brushing, 150g pot guacamole, 4 tbsp soured cream, Handful fresh coriander leaves",491,21.0,8.5,15.5,54.7,8.0,10.4,1.8,Mexico
26,Real black bean chilli con carne with avocado and lime salsa,"225g dried black beans, soaked overnight (see tip), 4 tbsp sunflower oil, 1.5kg chuck steak, cut into 2.5cm chunks, 1 large onion, chopped, 5 garlic cloves, crushed, 4 tsp chipotle chilli paste, 3 jalapeño chillies, deseeded and finely chopped,  1 tbsp toasted cumin seeds, ground, 1 tbsp sweet paprika powder, 1½ tsp medium chilli powder (optional), 400g can chopped tomatoes, 800ml fresh beef stock, 1 tbsp light muscovado sugar, 2 tsp dried oregano, 6 fresh bay leaves, Steamed white rice to serve, Soured cream to serve, Coarsely chopped fresh coriander or whole leaves to garnish, 2 small ripe but firm avocados, peeled, stones discarded and the flesh cut into small dice, 1 medium red onion, finely chopped, 2 jalapeño chillies, deseeded and finely chopped, 20g fresh coriander, coarsely chopped, Juice 1 lime, 4 shakes Tabasco chipotle sauce",531,24.5,7.4,52.0,20.8,8.2,9.9,1.08,Mexico
27,"Cheesy quesadillas with tomato, red pepper and avocado salsa","2 chopped ripe avocados, 250g chopped cherry tomatoes, 1 bunch chopped fresh coriander, 1 sliced shallot, Finely grated zest and juice of 1 lime, 1 tbsp olive oil, 100g grated cheddar, 50g sliced roasted red peppers, ½ tsp chipotle chilli flakes, 4 small corn tortillas, Soured cream, to serve",421,28.7,9.3,11.5,26.6,3.9,5.4,0.9,Mexico
28,Prawn tacos,"½ red cabbage, finely shredded, Juice 3 limes, 100g radishes, sliced, Large handful fresh coriander, leaves roughly chopped, 1 ripe avocado, 200g sustainable frozen raw prawns, defrosted, 2 tsp fajita spice mix (Schwartz, Bart or Old El Paso), 1 tbsp vegetable oil, 8 small soft white tortilla wraps, 8 tbsp soured cream",404,14.1,6.1,18.1,48.0,7.2,6.3,2.0,Mexico
29,Mexican chicken taco salad,"2 large red peppers, cut into large chunks, 4 large salad onions, cut into thirds lengthways or 1 red onion cut into wedges , 4 tsp light olive oil, 1-2 tbsp chilli sauce (such as chipotle sauce or Cholula), Grated zest 2 limes and juice 1, the remaining lime cut into wedges, 4 tbsp mayonnaise, 1 large crunchy lettuce, roughly shredded, 350g mixed tomatoes, roughly chopped, 4 large or 6 small corn tortillas (we used Wahaca flour and yellow corn tortillas from Ocado), Large handful fresh coriander, leaves picked and chopped, 1 ready-roasted rotisserie chicken (roughly 900g), cut into chunky portions",574,28.6,5.0,37.6,39.5,7.5,4.3,1.0,Mexico
30,Nachos with pulled pork and sweetcorn salsa,"3 tbsp olive oil, 2 large banana shallots, finely sliced, 600g British free-range pork shoulder, cut into 2cm cubes, 3 fat garlic cloves, crushed, 1½ tbsp ground cumin, 1 tbsp ground coriander, 1 tsp ground cinnamon, 1 tsp mild chilli powder, ½ tsp ground allspice, 2 tsp each dried thyme and dried oregano, 3 tbsp tomato purée, 3 tbsp red wine vinegar, 500ml chicken stock, 2 tsp caster sugar, 100ml whole milk, ½ red onion, finely diced, 1 tbsp red wine vinegar, 1 tsp caster sugar, 198g tin sweetcorn, drained and rinsed, ½-1 jalapeño chilli or red chilli, deseeded and finely chopped, 1 ripe avocado, peeled and cut into small dice, 1 small bunch fresh coriander, finely chopped, Juice ½ lime, 200g bag tortilla chips, Extra-mature cheddar, grated, Soured cream and pickled jalapeños (optional)",501,26.6,6.3,29.9,32.2,7.4,6.3,1.0,Mexico
31,Crispy Mexican tortilla rice bowl,"1 tbsp rapeseed oil, 1 corn tortilla, 50g roasted red peppers from a jar, chopped, 50g tinned sweetcorn, ½ red onion, finely chopped, Small bunch fresh coriander, chopped, Grated zest 1 lime and juice ½ lime , ½ tsp smoked paprika, 3 tbsp soured cream, 140g pouch Tilda Pulses and Rice (black bean, jerk and coconut), ½ ripe avocado, sliced",722,43.6,12.4,14.1,61.1,13.6,14.9,1.1,Mexico
32,Chicken and charred corn tacos,"4 tbsp olive oil, ¼ tsp sweet smoked paprika, 1 tbsp chipotle sauce (we used Tabasco chipotle sauce), 3 limes, 3 tbsp good quality mayonnaise, 2 sweetcorn cobs in their husks, 8 small or 4 large, soft corn tortillas, 2 ripe avocados, sliced, 2 cooked free-range chicken breasts, sliced (see Next Time), 4 spring onions, sliced, 150g cherry tomatoes, halved, Handful fresh coriander leaves",586,27.5,3.7,30.8,52.1,5.7,3.6,0.9,Mexico
33,Mexican-style barbecued beef brisket with quick-pickled onions,"2 tbsp vegetable oil, 1 red onion, chopped, 4 garlic cloves, crushed, 1 tbsp ground cumin, 1 tbsp ground coriander, 1-2 green or yellow jalapeños, sliced, 2 tbsp chipotle paste, 6 tbsp dark muscovado sugar, 2.25kg British beef brisket, 3 dried cascabel chillies (available from Waitrose, Ocado or online from Souschef), 500ml good quality beef stock, 250ml fruity red wine, 200ml fresh orange juice, 200ml passata, 2 red onions, thinly sliced, Juice 3 limes, 1 tbsp sea salt, Large handful fresh coriander, roughly chopped, Sliced green or yellow jalapeños, 2 ripe avocados, chopped, Juice ½ lime, plus extra wedges, Steamed rice or warm tortillas",533,20.7,7.3,61.9,17.9,16.6,1.9,2.9,Mexico
34,Mexican chicken burgers,"4 British free-range skinless chicken breasts, 4 tbsp cold-pressed rapeseed oil or olive oil, 2 tsp ground cumin, Juice 3 limes, plus 4 lime wedges to serve, 2 garlic cloves, 1 finely sliced, 1 crushed, 1 tbsp chipotle paste, 2 red onions, finely sliced into rings, 2 ripe avocados, 1 red chilli, deseeded and finely chopped, Large bunch fresh coriander, roughly chopped, Grilled crusty roll, chopped fresh coriander, soured cream and curly fries (optional)",459,28.3,5.2,39.5,8.0,5.7,7.0,0.6,Mexico
35,"Corn fritters with crispy bacon, red pepper jam and soured cream","135g gluten-free plain flour (we used Dove’s Farm), 80g coarse polenta, 1 tbsp baking powder, ½ tbsp ground cumin, ½ tsp ground turmeric, ¼ tsp chilli powder, 1 tsp sea salt, 2 medium free-range eggs, beaten, 200ml whole milk, 250g sweetcorn kernels (defrosted if frozen, or stripped from a cooked corn cob), 200g tinned creamed corn, Small handful fresh flatleaf parsley, leaves roughly chopped, Small handful fresh coriander, leaves and stalks roughly chopped, ½ red pepper, chopped, ½ red onion, chopped, Olive oil for frying, 6 British free-range bacon rashers, 150g rocket, 200g soured cream, 100g red pepper jam, Lime wedges, 4 tbsp vegetable oil, 2 red peppers, roughly chopped, 2 red onions, roughly chopped 4 long red chillies, chopped (seeds removed if you don’t want it too hot), 250g cherry tomatoes, 100g caster sugar, 50ml fish sauce",397kcal,19.7,7.8,14.4,38.7,5.2,3.7,2.7,Mexico
36,Mexican fish tacos,"800g sustainable cod fillets, cut into 3cm pieces, About 100g coarse salt, Splash rapeseed or olive oil, 12 corn tortillas, Soured cream to serve, ½ tsp cayenne pepper, 1 tsp smoked paprika, ½ tsp garlic powder, 1 tsp ground cumin, 1 tsp dried oregano, 3 tbsp plain flour, ½ red onion, finely chopped, 1 red chilli, finely chopped, 3 very ripe avocados, 1 garlic clove, crushed, Juice 1-2 limes, Bunch fresh coriander, chopped, 200g cherry tomatoes, quartered, Large bunch each fresh flatleaf parsley, basil and mint, chopped, 3 tbsp red wine vinegar, 3 tbsp olive oil, 1 tbsp caster sugar, 2 little gem lettuces, leaves torn, ½ red onion, very thinly sliced",808,37.2,7.9,36.7,75.6,10.2,12.1,2.8,Mexico
37,Brazilian black bean soup with raw corn salsa,"Sunflower oil for frying, 2 onions, finely chopped, 2 red chillies, finely chopped, 5 large garlic cloves, crushed, 1½ tbsp smoked paprika, ½ tbsp ground cumin, 2 x 400g tins black beans, 1 litre vegetable stock, 5 bay leaves, 3 roasted red peppers from a jar, drained and roughly chopped, 1 small sweet potato, peeled and diced into 2cm pieces, Lime wedges to serve, 2 corn cobs, kernels sliced off with a sharp knife (or, if not in season,150g frozen sweetcorn, defrosted), ½ red chilli, finely diced, 6 spring onions, finely sliced, ½ small red onion, finely diced, Bunch fresh coriander, finely chopped",276,9.4,1.2,10.3,33.3,10.3,8.4,1.3,Mexico
38,Cornbread with deep-fried crispy onions,"150g plain flour,  200g cornmeal or instant polenta, 1 tsp salt, 1 tbsp baking powder, 2 tsp caster sugar, 1 tsp mustard powder,   Large pinch cayenne pepper,  200g mature cheddar, grated, 1 red chilli, chopped,  3 spring onions, sliced, 50g butter, melted, 200ml buttermilk, 3 medium free-range eggs, beaten, 2 tbsp olive oil, Vegetable oil for deep-frying, 75g plain flour, ¼ tsp mustard powder,  ¼ tsp garlic salt,  Pinch cayenne pepper, 2 medium free-range eggs,  125g cornmeal or instant polenta, 1 bunch spring onions, sliced in half lengthways, Grated zest and juice 1 lime, 3 tbsp mayonnaise,  3 tbsp soured cream, 1-2 tsp chipotle chilli paste (we like Gran Luchito Mexico Smoked Chipotle Chilli Paste),  Juice 1 lime to taste, 20cm square cake tin, fully lined with non-stick baking paper",767,40.3,15.3,25.6,73.7,6.3,3.6,2.9,Mexico
39,Corned beef and bean hash with chimichurri,"500g sweet potatoes, cut into medium chunks, Rapeseed oil for frying, Small bunch fresh coriander or parsley (or ½ bunch each), finely chopped, Grated zest 1 lime, juice 2 limes, plus wedges (optional) to serve, 1 large red onion, sliced, 3 garlic cloves, sliced, 1½ tsp sweet smoked paprika, 1 tsp ground cumin (optional), 340g tin corned beef, cubed, 400g can black beans, drained and rinsed, 1-2 jalapeño chillies, chopped, to serve (optional)",444,16.1,5.5,29.3,41.1,11.5,8.6,2.0,Mexico
40,Slow-cooked duck tacos with pineapple salsa,"Vegetable oil for frying, 4 Gressingham duck legs, pierced all over with the tip of a sharp knife, 1 medium pineapple, peeled, halved and cored, 200ml tequila (we used El Jimador), plus a splash for the salsa, 100ml chicken stock, 2 tsp chipotle paste, Pinch dried chipotle chilli flakes, 1 red onion, chopped, 2 jalapeño chillies (or 1 red chilli), deseeded and finely chopped, Bunch fresh coriander, chopped, 1 lime, halved, 4 tbsp mayonnaise, 2 tbsp soured cream, 2 tsp chipotle paste, Pack 8 corn tortillas, 1 large (or 2 small) ripe avocados, ½ iceberg lettuce, Lime wedges for squeezing, Shallow flameproof casserole or large ovenproof frying pan",739,58.1,12.6,67.2,47.4,23.2,7.7,1.3,Mexico
41,Mexican picadillo pasties,"1 quantity pastry (see Debbie Major’s Cornish pasties), 225g onion, chopped, 600g peeled waxy potatoes, diced, 225g carrots, diced, 450g braising steak, diced, 1 medium-hot jalapeño chilli, seeded and finely chopped, 3 garlic cloves, finely chopped, 1 tsp ground cumin, 1 tsp dried oregano, 2 tbsp tomato purée, 1 tbsp small capers, rinsed and drained, 1 tbsp finely chopped green olives, 1 medium free-range egg, beaten",796,37,11.9,30.0,81.8,6.8,7.7,0.3,Mexico
42,Smoky pork and black bean stew with kale,"Mild, light olive oil for frying, 400g pork tenderloin, cut into chunks, 2 red onions, chopped, 1½ tsp paprika, ½ tsp ground cinnamon, 1 x 28g chicken stock pot (we used Knorr), 400g black beans, 2 large handfuls chopped kale, 30g butter, Cooked quinoa or wholegrain rice and lemon or lime wedges to serve",350,17.3,6.6,28.5,17.0,5.7,6.2,1.9,Mexico
43,Mexican veggie and tortilla soup,"1 red onion, diced, 1 red pepper, diced, 400g can chopped tomatoes, 1-2 tablespoons chipotle hot sauce, 1 Knorr Vegetable Stockpot dissolved in 300ml boiling water (we like Knorr), 100g frozen sweetcorn, 40g lightly salted tortilla chips, 1 can kidney beans, strained, 30g cheddar cheese, grated and ½ avocado, diced",,,,,,,,,Mexico
44,Smoky sausage chilli,"Oil for frying, 4 carrots, chopped,  4 celery sticks, chopped,  4 garlic cloves, crushed, 2 bay leaves,  2 tsp ground cumin, 2 tsp ground coriander, 90g chipotle paste,  12 free-range pork sausages, cut into chunks, 3 x 400g cans chopped tomatoes, Steamed basmati rice, 1 sliced  red chilli, fresh coriander leaves, soured cream, lime wedges and tortilla chips to serve, Flameproof lidded casserole",416,28.8,9.7,14.3,21.6,14.2,6.7,1.4,Mexico
45,Butternut squash chilli with rice,"3 tbsp olive oil, 2 red onions, chopped, 2 red peppers, chopped,  2 celery sticks, chopped, 1 butternut squash, cut  into chunks (we used 700g ready-cut chunks),  4 garlic cloves, crushed, 1 tbsp ground cumin, 1 tbsp ground coriander,  2 tbsp chipotle paste,  680g jar passata, Glug red wine (optional), 28g vegetable stock pot  (we used Knorr),  400g tin pinto beans, rinsed  and drained, 400g tin brown lentils, rinsed  and drained, Large handful chopped fresh coriander, plus leaves to garnish,  Steamed basmati rice, soured cream and lime wedges to serve",213,5.7,0.8,9.2,27.1,12.1,8.0,0.7,Mexico
46,Easy shakshuka,"100ml olive oil, 2 onions, finely sliced, 2 red peppers, finely sliced, 1-2 red chillies, finely chopped, 5 garlic cloves, finely sliced, 2 tsp cumin seeds, 1 tbsp paprika, 2 x 400g tins chopped tomatoes, 1 tbsp soft brown sugar, 2 bay leaves, A few fresh thyme sprigs, 4 large free-range eggs, Handful chopped fresh parsley",360,26.9k,16.3,12.9,18.8,16.3,5.0,0.5,Mexico
47,"Spicy ancho chilli, chicken and chorizo hotpot","2 ancho chillies (from large supermarkets, delis and coolchile.co.uk), soaked for 10 minutes in hot water, Olive oil for frying, 1 onion, sliced, 2 tsp ground cumin, 2 tsp hot smoked paprika, 5cm piece fresh ginger, peeled and finely chopped, 200g cooking chorizo, sliced, 8 (about 750g) free-range skinless and boneless chicken thighs, chopped into chunks, 250ml red wine, 2 x 400g tins chopped tomatoes, 1 tsp sugar, 2 flour tortillas, Zest 1 lemon, Bunch fresh flatleaf parsley, leaves picked, Lidded flameproof casserole",441,19.7,6.2,38.1,18.7,6.8,2.7,1.8,Mexico
48,Harissa-spiced lamb tacos,"2 tbsp rapeseed oil, 1 onion, finely chopped, 1 tsp ground coriander, 450g British lean lamb mince, 4 tbsp rose harissa, 100g sultanas, 8 taco shells, 80g feta, 1 small avocado, sliced, 4 little gem lettuces, roughly chopped,  Sliced green chilli",580,4.3,10.0,28.9,36.7,21.1,4.4,1.1,Mexico
