,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Lamb and chickpea sikandari,"2.5kg British higher welfare leg of lamb or small leg of goat (see Know-how), Rice or chapatis to serve, 1 tbsp ground cumin, 1 tbsp ground coriander, 1 tbsp ground turmeric, 15 small garlic cloves, grated, 1 tbsp chilli powder, 1 tbsp tandoori masala powder (see tips), 2 tbsp dried fenugreek leaves (see tips), 1 tbsp garam masala, 1 tbsp curry powder, 1 tbsp grated fresh ginger, 1 tbsp English mustard, 2 tbsp finely chopped fresh mint leaves, 4 tbsp olive oil, Finely grated zest and juice 2 lemons, 1kg greek yogurt, 3 tbsp fine sea salt, 2 tbsp olive oil, 2 onions, finely chopped, 2 garlic cloves, crushed, 5cm piece fresh ginger, grated, 4 tsp curry powder, 2 x 400g tins chopped tomatoes, 400g tin chickpeas, drained and rinsed, ½ tsp garam masala",832,51.6,21,71.2,17.9,9.6,5.7,2.1,India
11,Cumin paneer salad,"100ml natural yogurt, ½ tsp ground cumin, ½ tsp ground turmeric, ½ tsp salt, 225g paneer, cut into rectangles, 1 tbsp sunflower oil, 200g mixed salad leaves, Sliced red chilli and pomegranate seeds to garnish, 2 tsp olive oil, 6 garlic cloves, roughly chopped, 25g toasted peanuts, 1 red chilli, roughly chopped, ¼ tsp salt",307,23.7,11.4,16.1,6.3,5.2,1.8,0.35,India
12,Chicken and potato in pickling spices,"2 tbsp mustard oil or vegetable oil (see Know-how), Pinch ground asafoetida (from Ocado, Asian grocers and online), 1 tsp black mustard seeds, 1 tsp fenugreek seeds, 1 tsp cumin seeds, 2 tsp fennel seeds, 2 tsp nigella seeds, 4 dried red chillies, 2 red onions, finely chopped, 4 garlic cloves, finely chopped, 1cm piece fresh ginger, peeled and finely chopped, 2 tbsp tomato purée, 1½ tsp salt, 1 tsp ground turmeric, 1 tsp chilli powder, 8 free-range skinless chicken pieces on the bone (I use 4 thighs and 4 drumsticks), 100ml natural yogurt, 2 tsp kashmiri chilli powder (see Know-how), 2 unpeeled medium potatoes, sliced into 1cm rounds",421,11.9,2.5,48.2,5.2,8.3,5.2,0.7,India
13,Chana dal with okra and coconut,"250g chana dal (split chickpeas), 1½ tsp salt, 1 tsp ground turmeric, 1 tbsp ghee, 1 tsp black mustard seeds, 10 fresh curry leaves, 4 dried red chillies, 4 banana shallots, thinly sliced into rounds, 400g okra, cut into 1cm pieces, ½ tsp chilli powder, 1 tsp ground cumin, 1 tsp garam masala, 100g fresh coconut, very finely chopped",398,15.5,10.6,19.6,38.6,5.5,12.7,0.2,India
14,Masala cauliflower potatoes,"1 tbsp sunflower oil, 1 tsp black or yellow mustard seeds, 1 tsp cumin seeds, 1 large onion, roughly chopped, 2 garlic cloves, finely chopped, 1cm piece fresh ginger, peeled and finely chopped, 1 small green chilli, finely chopped, 2 plum tomatoes from a tin, roughly chopped, 1 tsp salt, 1 tsp garam masala, 1 tsp ground turmeric, ½ tsp chilli powder, 200g frozen peas, 1 large cauliflower, cut into small florets, 1 large potato, cut into 2.5cm chunks, Handful fresh coriander leaves, finely chopped, to garnish",252,5.6,0.9,12.5,32.9,12.7,10,0.1,India
15,Hot and spicy coconut prawns,"12 sustainable raw king prawns, shelled and deveined (tails intact), 1cm piece fresh ginger, peeled and grated, 2 garlic cloves, grated, ¼ tsp salt, ¼ tsp chilli powder,  ¼ tsp ground turmeric, ¼ tsp crushed fennel seeds, 1 tbsp sunflower oil, 10 fresh curry leaves (see Know-how), ½ tsp black mustard seeds, ½ tsp fennel seeds, 2 small green chillies, thinly sliced, 2 red onions, thinly sliced, 100g fresh coconut, thinly sliced, ½ tsp salt,  ½ tsp ground turmeric, ½ tsp garam masala, 1 tsp ground coriander, 1 tbsp kashmiri chilli powder (see Know-how on p103)",217,13.4,8.4,13.7,7.6,5.6,5.6,1,India
16,Masala ‘recovery’ scrambled eggs,"4 medium free-range eggs, Knob of butter, 1 onion, finely chopped, 1 garlic clove, finely chopped, 1 small bird’s eye chilli, finely chopped (leave the seeds in if you like it really spicy), 1 tsp ground cumin, 1 tsp ground turmeric, 1 tsp curry powder, Splash double cream (optional), About 10g fresh coriander, leaves and stems chopped, Well-buttered toast to serve",245,16.1,5.8,17.2,6.4,4.6,2.6,0.6,India
17,Mughlai paneer kofta curry,"2 tbsp virgin coconut oil, ¾ tsp crushed garlic, ¾ tsp finely grated fresh ginger, 1 tsp sugar, ¼ tsp ground turmeric, 1 tsp garam masala, 2 tsp dried fenugreek leaves (kasuri methi), crushed (see tip), 250ml double cream, plus a splash extra (optional), Coriander leaves to garnish, 350g paneer, crumbled or grated, 230g floury potatoes, such as king edward, boiled and mashed, 60g mixed unsalted cashews, almonds, pistachios and sultanas, chopped, 2 Indian green chillies, ﬁnely chopped (see tips), 3cm piece fresh ginger, grated, ¼ tsp ground turmeric, ½ tsp garam masala, 1 litre vegetable oil for deep-frying, 40g blanched almonds, 40g unsalted cashews, 3 large onions, quartered, 3 Indian green chillies, roughly chopped (see tips), 1 cinnamon stick, broken, 3 whole cloves, Seeds from 4 green cardamom pods, 2 tsp cumin seeds, toasted in a dry frying pan and ground in a pestle and mortar, 1 tbsp coriander seeds, Food processor",692,58,28.6,21.7,18.7,9.8,4.3,0.1,India
18,How to make paneer and pea samosas,"400g plain flour, plus extra to dust, 1 tsp fine sea salt, 1tsp carom seeds (see Know-how), 80ml sunflower oil, plus extra for oiling, 1 tbsp sunflower oil, plus extra for deep-frying, 2 tsp mustard seeds (use a mixture of black and yellow), ½ tsp garam masala, ½ tsp chilli powder, 1 tsp mango powder (see Know-how), 1 green chilli, finely chopped, 100g peas (frozen or fresh), 225g paneer, coarsely grated, Finely grated zest 1 lemon, 4 tbsp finely chopped fresh coriander, 2 tbsp finely chopped fresh mint, 1¼ tsp fine sea salt, Coriander chutney and tamarind chutney (we like Geeta’s) to serve",143,7.7,2.3,4.2,13.9,0.6,1.1,0.5,India
19,Coconut chicken rice,"1 tbsp light olive oil, 8 free-range chicken thighs (use skin-on, bone-in thighs for the best flavour), 1 large onion, sliced, 240g basmati rice, rinsed, 400ml can reduced-fat coconut milk, 60g blanched hazelnuts, toasted, 2-3 tsp toasted sesame oil to taste, plus extra to drizzle, 100-150g brussels sprouts, shredded, 1-2 green chillies, thinly sliced, to taste, Small bunch fresh coriander, finely choppe, Finely grated zest and juice 1 lime, plus extra wedges to serve",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,India
