,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Prawns pil pil with red peppers,"5 tbsp olive oil, 120g padrón peppers (from large supermarkets; see tip), 3 fat garlic cloves, finely sliced, 2 banana shallots, finely sliced, 200g raw sustainable king prawns, peeled and deveined, Large pinch sweet smoked paprika, 2 ready-roasted red peppers from a jar, thinly sliced, Handful fresh flatleaf parsley, chopped, Toasted sourdough to serve, Lemon wedges for squeezing",369,28.9,4.3,20,5.5,4.6,3.3,0.9,Spain
11,Salt cod fritters with herby aioli,"150g rock salt, 1 rosemary sprig, leaves chopped, 600g sustainable cod fillet, skin on, 1 large free-range egg, 6 tbsp milk, 2 cooked jacket potatoes (about 400g in total), 75g self-raising flour, 1 tbsp chopped fresh parsley, Vegetable oil for frying, 4 tbsp capers, drained, 150g good quality aïoli (we used Delouis, from Waitrose and Ocado), 3 tbsp chopped mixed fresh parsley and tarragon, Finely grated zest ½ lemon, Ceramic baking dish; digital probe thermometer",103,6.6,1,5.5,5.3,0.3,0.5,0.7,Spain
12,Houmous bowl with chorizo and crispy kale,"150g diced butternut squash, Olive oil, 60g diced chorizo, 210g tin drained and rinsed chickpeas,  1 tsp ground coriander, A handful of prepared chopped kale, 200g pot of houmous, Flatbreads, to serve",312,24,3.9,8.2,13,3.2,5.8,1,Spain
13,"Mussel, tomato and chorizo ragù on garlic toasts","200g good-quality cooking chorizo, 3 tbsp extra-virgin olive oil, plus extra for drizzling, 5 fat garlic cloves, 4 finely chopped, 1 left whole, ½ tsp chilli flakes, ½ tsp sweet pimentón (Spanish paprika), 400g skinned and chopped tomatoes, fresh or from a can, 50ml dry white wine, 3 tbsp sherry vinegar, 2 tsp golden caster sugar, 1.25kg rope-grown mussels, cleaned, 8 thick (1cm) slices rustic white bread, 2 tbsp chopped fresh flatleaf parsley",509,26.2,7,29.2,36.2,9.1,3.5,2.2,Spain
14,"Cheesy potato frittata with radicchio, salami and olive salad ","500g waxy potatoes such as charlotte, cut into 5mm thick slices, 2 tbsp olive oil, 4 banana shallots, sliced, 2 garlic cloves, crushed, 6 large free-range eggs, 100ml whole milk, Bunch fresh parsley, coarsely chopped, 75g grana padano cheese, grated, 125g ball mozzarella (regular or smoked), sliced, 1 head pink/red radicchio, leaves separated, 100g bag rocket, 70g salami, sliced, 75g nocellara or other green olives, pitted and sliced, 1 tbsp balsamic vinegar, 3 tbsp extra-virgin olive oil, Juice ½ lemon, Grana padano shavings to serve, 25cm non-stick ovenproof frying pan",392,24.7,9.9,23.1,17.6,2.6,3.4,1.6,Spain
15,Fried squid with aïoli and Aperol spritz ,"1 kg prepared squid tubes (defrosted if frozen), 100g cornflour, 50g plain flour, 1 tbsp sweet smoked paprika (pimentón dulce), 150ml prosecco, Vegetable oil for deep-frying, 1 garlic clove, crushed, 25g pine nuts, finely chopped (or crushed in a pestle and mortar), 100g good quality mayonnaise, Grated zest and juice 1 lime, plus wedges to serve, 600ml Aperol, 600ml chilled prosecco, 200ml soda water, 1 orange, cut into 8 slices",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Spain
16,Sherry braised chorizo sausages with smashed lemon & garlic chickpeas,"1 tbsp olive oil, 2 x 190g packs cooking chorizo sausages, 2 large roasted red peppers from a jar, sliced, 200ml amontillado sherry, 2 tbsp light brown soft sugar, Chopped fresh parsley to serve, 6 garlic cloves, peeled, 6 tbsp extra-virgin olive oil, 3 x 400g tins chickpeas, drained and rinsed, Grated zest and juice 1½ lemon, Sea salt flakes",428,26,7.2,19.1,18.3,6.2,8.3,1.7,Spain
17,Black bean and sweet potato empanadas,"2 sweet potatoes, peeled, cut into 2cm chunks, 1 tbsp olive oil, 1 tsp ground coriander, 400g tin black beans, drained and rinsed, 1½ tbsp ancho chilli paste (from large supermarkets) – use less if you don’t like too much spice, Bunch spring onions, finely sliced, 60g butter, ½ tsp salt, 375g plain flour, plus extra to dust, 1 tbsp sweet smoked paprika, 240ml semi-skimmed milk, warmed gently in a pan, 1 free-range large egg yolk, beaten with 1 tbsp milk, Small pinch saffron strands, 6 tbsp mayonnaise, Grated zest and juice ½ lime",176,7.5,2.3,3.9,22.1,2.7,2.4,0.3,Spain
18,Patatas bravas,"3 tbsp extra-virgin olive oil, 1 onion, roughly chopped, 80g chargrilled peppers (available from Sainsbury’s), drained, 2 fat garlic cloves, sliced, 2 tsp sweet smoked paprika, ¼ tsp cayenne pepper, 1 lemon, 350g tomato passata (rustica or regular), 1.2kg waxy potatoes, such as charlotte, Light olive oil or sunflower oil for frying, Sea salt flakes, 2 fresh rosemary sprigs (optional), Handful fresh flatleaf parsley, chopped, Aioli to serve (optional)",296,9.8,1.4,5.7,43.1,7,5.9,0.1,Spain
19,Tomato gazpacho,"800g ripe tomatoes, chopped, ½ cucumber, roughly chopped, plus a handful diced pieces to serve, 2 red peppers, deseeded and roughly chopped, 2 garlic cloves, 50-60g day-old crusty white bread or sourdough, Glug dry sherry, 1 tbsp sherry vinegar, Glug extra-virgin olive oil, plus a drizzle to serve, Handful each fresh basil leaves, sliced cherry tomatoes and drained capers to serve",152,6.3,0.9,3.3,15.4,9.7,4.4,0.1,Spain
