,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Saffron and chorizo steamed clams,"500g fresh clams, 120g spicy cooking chorizo, skin removed, crumbled, 1 tbsp olive oil, 3 shallots, chopped, 1 small leek, halved lengthways and sliced, Thumb-size piece fresh ginger, finely grated, 2 garlic cloves, crushed, Small pinch saffron strands, toasted, then soaked in 2 tbsp boiling water for 2-3 minutes, 50ml dry white wine, Small bunch fresh flatleaf parsley, roughly chopped, 1 pomegranate, halved and seeds knocked out",235,13.5,4.2,15,6,4.9,3.4,1.3,Spain
11,John Whaite’s chorizo and chickpeas braised in cider,"Olive or rapeseed oil, 500g cooking chorizo, 2 x 660g jars cooked garbanzos (chickpeas) or 4 x 400g tins chickpeas, drained (see John’s tip), 200ml fresh beef stock, 400ml dry cider, plus extra to serve (see food team’s tip), Large handful fresh flatleaf parsley, roughly chopped",605,35.5,11.1,32.7,29.4,3.4,10.2,3.1,Spain
12,Quick warm butter bean salad with chorizo,"4 banana shallots, finely sliced, 4 celery sticks, finely sliced, 2 tbsp olive oil, 3 garlic cloves, finely sliced, 200g cooking chorizo, 30ml medium-dry sherry (or red wine), 2 x 400g cans butter beans, drained and rinsed, Handful fresh flatleaf parsley, roughly chopped, 200g mixed salad leaves, 60g manchego cheese, Lemon wedges",460,28.3,11.1,24.6,19.4,4.1,10.4,2.2,Spain
13,Tomato and chorizo risotto with garlic Tenderstem,"3 tbsp olive oil, 1 large onion, diced, 3 garlic cloves, 2 finely chopped and 1 sliced , 400g risotto rice , 200ml dry white wine, 400g can cherry tomatoes, 1.5l chicken or vegetable stock, 200g Tenderstem broccoli, 150g chorizo, cubed, 30g parmesan, grated, plus extra for serving, Handful fresh basil, torn",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Spain
14,"Squid, fennel and chorizo salad with orange oil","2 fennel bulbs, trimmed, 1 large or 2 medium oranges, cut into segments,  Olive oil for cooking,  200g cooking chorizo, sliced,  200g squid, prepared into rings, tentacles and wings,  2 tsp chopped fresh chives,  Thinly pared zest 2 oranges (use the oranges above), 150ml light rapeseed oil, 50ml light olive oil",407,34.3,6.8,16.4,6.7,6.5,3.1,1.4,Spain
15,Beef stew with hazelnut picada,"2 tbsp olive oil, 1kg British beef shin or stewing beef, cut into 2cm cubes, 3 tbsp seasoned plain flour, 50g tin anchovies in oil, 2 onions, finely chopped, 6 garlic cloves, peeled and lightly bashed with the flat of a knife, 2 celery sticks, sliced, 2 large carrots, chopped, 500ml Italian red wine, plus an extra 50-100ml to taste, 500ml fresh beef stock, 2 fresh thyme sprigs, 2 fresh rosemary sprigs, 1 fresh bay leaf, 100g good quality black olives, pitted, Large handful blanched hazelnuts, Extra-virgin olive oil for frying, 3 thick slices sourdough bread, 1 garlic clove, very finely chopped, Finely grated zest 1 lemon, 1 tbsp sherry vinegar, 1 small bunch fresh flatleaf parsley, finely chopped",530,19.9,4.3,45.7,22.5,7,5,2.7,Spain
16,Dulce de leche cocktail,"100ml coconut rum (Koko Kanu if you can find it but Malibu works too), 100ml Bacardi, 500ml whole milk, 4 tbsp dulce de leche",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Spain
17,Morcilla and spicy pepper sausage rolls,"600g British free-range pork sausages, 100g morcilla, 6 pickled spicy peppers (such as guindillas, widely available), small bunch of fresh parsley, 2 x 320g sheets all-butter puff pastry, 1 egg, beaten",119,8.4,3.7,3.8,6.6,0.4,0.5,0.4,Spain
18,"Tomato, olive and mozzarella rice","2 tbsp extra-virgin olive oil, plus extra to drizzle, 2 large onions, roughly chopped, 3 large garlic cloves, finely chopped, 225g paella rice (such as calasparra or bomba), 185ml dry white wine (optional), 1 tbsp tomato paste, 400g chopped tomatoes, 400g vegetable stock, plus extra if needed (we like Knorr), 2 heaped tsp fresh oregano or fresh thyme leaves, 1-2 tsp hot smoked paprika, 175g pitted kalamata olives, 125g mozzarella, torn into pieces, 3 handfuls rocket, Squeeze lemon juice to serve",488,20.4,6.4,12.5,52.7,5.9,5.3,2.4,Spain
19,Quince paste,"Pared zest 1 lemon, juice 2, 2kg quinces, About 1.5kg granulated sugar",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Spain
