,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Crème caramels with caramel oranges,"75g caster sugar, 200g vegan cream cheese (we used Veganlife), 250ml Oatly vegan cream, 100ml unsweetened almond milk, 3 tbsp maple syrup, 3 tbsp cornflour, 2 tsp vanilla bean paste, 250g caster sugar, 2 cardamom pods, bruised, 3 oranges, Pomegranate seeds to serve, 4 x 180ml ramekins; food processor or blender",,,,,,,,,vegan
11,Squash ravioli with mushrooms and sage pesto,"400g butternut squash/pumpkin, peeled and roughly chopped, 1 onion, roughly chopped, 4 garlic cloves, bashed, 1 tbsp olive oil, 1 tbsp light brown soft sugar (check it’s vegan), 50g vegan hard cheese, grated (we used Violife Prosociano from Sainsbury’s and Ocado), 250g 00 flour, plus extra for dusting (see Know-how), 100-125ml lukewarm water, Semolina for dusting, 750g mixed wild mushrooms, Light olive oil for drizzling, 2 tbsp chopped fresh rosemary or thyme leaves, 300g cavolo nero, thick stems discarded, roughly chopped, 1 small garlic clove, chopped, 25g California Walnut halves, toasted in a dry pan, 25g fresh sage leaves, 4 each fresh rosemary and thyme sprigs, leaves picked, 25g vegan hard cheese (see filling ingredients, left), grated, Juice ½ lemon, 125ml extra-virgin olive oil, plus extra to serve, Food processor; pasta machine",510,26.2,5.7,16.9,47.8,8.6,7.8,0.3,vegan
12,Vegan mushroom wellington,"500g chestnut mushrooms, 8 fresh thyme sprigs, 4 fresh rosemary sprigs, 2 fresh sage sprigs, 8 garlic cloves, peeled, Olive oil for drizzling, 4 sun-dried tomatoes, thinly sliced, plus 3 tbsp oil from the jar, 4 banana shallots, thinly sliced, 1 carrot, peeled and finely grated, 1 celery stick, diced, 200g cooked chestnuts, 200g pecans, 200ml red wine (vegan if necessary), 2 ½ tbsp cranberry sauce, 1 bay leaf, ½ tsp freshly grated nutmeg, ½ tsp ground cinnamon, 100g dried breadcrumbs, 2 x 320g sheets ready-rolled vegan puff pastry, 2 tbsp unsweetened plant-based milk, plus extra for brushing, 1 tbsp maple syrup, Food processor; compostable baking paper",616,40.7,10.1,10.4,44.4,7.4,5.7,0.8,vegan
13,Parsnip and porcini gravy,"2 tbsp olive oil, 1 sliced shallot, Handful of parsnip trimmings, 1 finely sliced parsnip, 1 tbsp plain flour, 100ml vegan red wine, reserved porcini soaking liquid made up to 400ml with hot water, 1 tbsp truffle oil or 1 tsp cranberry sauce (for a sweeter flavour)",93,5.8,0.8,0.8,5.4,1.8,1.4,trace salt,vegan
14,"Red onion, sour cherry and pomegranate relish","3 tbsp caster sugar,, 2 tbsp pomegranate molasses, 150ml red wine vinegar, 75ml pomegranate juice, 1 tsp salt, 2 sliced red onions, 170g frozen mixed berries and cherries, 1 tsp coriander seeds, ½ tsp freshly ground pink or regular peppercorns",65,0.2,trace,0.8,14.3,12.5,1.5,0.6,vegan
15,Roast sprouts with walnuts and pomegranates,"800g trimmed and halved brussels sprouts, Vegetable oil, 50g walnut halves, a handful of fresh sage leaves, 2-3 tbsp pomegranate molasses, A handful of pomegranate seeds",130,7.1,1,4.7,8.8,6.2,6.1,trace salt,vegan
16,Best-ever fluffy roast potatoes,"2kg floury potatoes, Vegetable oil, 75g fresh breadcrumbs, 3 chopped garlic cloves, A large handful of freshly chopped flatleaf parsley, Grated zest of 1 lemon, Lemon juice",329,8.7,0.7,6.1,53.9,2.7,5.3,0.5,vegan
17,Rainbow houmous platter,"500ml apple cider vinegar, 200g caster sugar, 2 tbsp fine salt, 1 tbsp black peppercorns, 1 tbsp yellow mustard seeds, 1 tbsp celery seeds, 1 tbsp coriander seeds, 450g mixed baby heritage carrots, 1 small cauliflower, cut into florets, 250g raw beetroot, peeled and cut into 3cm chunks, Olive oil to drizzle, 400g tin chickpeas, 1 tsp ground cumin, 1 garlic clove, crushed, 2 tbsp tahini, 1 tbsp pomegranate molasses, plus extra to drizzle, Juice ½ lemon, Pomegranate seeds to serve, 250g carrots, topped and chopped into 3cm chunks, Olive oil to drizzle, 400g tin chickpeas, 1 tsp carawy seeds, toasted, 1 garlic clove, crushed, 2 tbsp tahini, Juice ½ lemon, Pul biber (aleppo pepper) to serve – see Know-how, 150g frozen petit pois, defrosted, 400g tin chickpeas, 2 fresh mint sprigs, leaves picked, plus extra chopped leaves to serve, 1 garlic clove, crushed, 2 tbsp tahini, Juice 1 lemon, Mixed heritage beetroot (we used 2 golden candy, 2 candy and 2 red), sliced thinly, 200g mixed radishes, 2 green chicory, leaves separated, 2 red chicory, leaves separated, 6 celery sticks, cut in batons, 200g large green olives, 200g sweety drop or peppadew peppers, Food processor",291,14.9,2.1,9.9,24.2,11.3,9.9,1.2,vegan
18,Avocado and squash tempura with ponzu dipping sauce,"Vegetable oil for deep frying, 50g plain flour, 50g cornflour, 170g cold cava or soda water, 1 large avocado, sliced, 350g butternut squash, peeled and sliced into thin wedges, Sesame seeds to sprinkle, Microherbs or coriander leaves to garnish, 3 tbsp soy sauce, Finely grated zest and juice 1 lemon, Finely grated zest and juice 1 clementine, 2 tbsp mirin, ½ tsp kombu flakes (optional; see Know-how), Digital probe thermometer",216,12.7,1.5,1.8,19.1,5.6,2.2,0.8,vegan
19,Vegan coconut curry,"2 tbsp light olive oil or coconut oil, 2 x 280g packs firm tofu, cut into chunks and dried on kitchen paper, 4 large spring onions, white and green parts sliced separately, 4 garlic cloves, crushed, 1-2 red chillies, sliced, to taste, 1 tbsp cumin seeds, bashed, 10 fresh or 15 dried curry leaves, 400ml half-fat coconut milk, 300ml chicken/vegetable stock (or simply use boiling water), 175g frozen peas, 200g tenderstem broccoli, 1 tbsp tamarind paste, plus extra to drizzle",386kcal,24.3,9.1,25.3,12.6,5.6,7.0,0.3,vegan
20,Pumpkin and coconut pilau,"300g basmati rice, 2 red onions, peeled and cut into wedges, 1kg pumpkin or squash (with edible skin), halved, deseeded and cut into 3cm wedges, Vegetable oil for drizzling, 1 tbsp garam masala, 1 tsp cumin seeds, Good pinch saffron, 3 green chillies, 2 tbsp coconut oil, 3 garlic cloves, finely sliced, 7cm piece fresh ginger, peeled and cut into matchsticks, 1 cinnamon stick, 4 cloves, Large handful coconut flakes or toasted coconut, Large handful dried cranberries, A few fresh coriander and mint sprigs, leaves picked, 1 lemon for squeezing",370.0,12.8,7.2,7.2,53.8,10.3,5.7,trace,vegan
21,Party pani puri,"400g tin chickpeas, drained and rinsed, 1 large potato (around 200g), peeled and chopped into 1cm cubes , Vegetable oil for drizzling, 1 heaped tsp chaat masala – we used Waitrose Cooks’ Ingredients, ⅓ bunch fresh coriander, leaves picked and roughly chopped, Seeds from 1 pomegranate, 1 red onion, finely chopped, 30 puri shells (see Know-how), 3 medjool dates, pitted and chopped, 3 tbsp tamarind paste, 3 tbsp jaggery or soft light brown sugar (see Know-how), ½ tsp ground coriander, 3.5cm piece fresh ginger, peeled and grated, ⅔ bunch fresh coriander, 2 tbsp jaggery or soft light brown sugar (see Know-how), 3.5cm piece fresh ginger, peeled and grated, A few fresh mint sprigs, leaves picked and roughly chopped, 2 green chillies, trimmed, deseeded and roughly chopped, 1 tsp ground cumin, Blender, food processor or mini food processor",67.0,1.9,0.2,1.5,10.4,4.8,1.3,0.1,vegan
22,Roast parsnip and red onion salad,"6 medium parsnips, quartered lengthways and cored, 2 red onions, peeled and cut into 6-8 wedges , 6 bay leaves, A few bushy rosemary sprigs, 3 tbsp extra-virgin olive oil , Handful walnut halves, 2 medium oranges, 2 red chicory, leaves separated , 2 tsp dijon mustard, Splash red wine vinegar",262.0,11.1,1.6,5.1,28.7,14.5,10.8,0.2,vegan
23,"Spelt, chicory and mushroom one pot","3 tbsp light olive oil,  600g mixed mushrooms (we used wild and chestnut) , 2 onions, sliced , 4 garlic cloves, crushed , 250g spelt or farro , 750ml vegetable stock or water , 3 heads chicory, roughly sliced into 4/5 chunks , 70g dried cranberries or cherries , Squeeze of lemon juice , Small bunch coriander (dill would also be nice if preferred), chopped, 4-6 tbsp tahini (we like Belazu)",412.0,19.0,3,13.0,43.0,19.0,8.6,0.1,vegan
24,Jackfruit pasta bake,"300g dried pasta (check it’s egg free; we used conchiglie), 1 tbsp sunflower oil, 1 red onion, finely chopped, 2 mixed peppers, finely sliced, 3 tbsp fajita spice mix, 400g tin jackfruit, drained and rinsed (from large supermarkets), 197g tin sweetcorn, drained, 680g tomato passata , 2 handfuls vegan tortilla chips, 2 ripe avocados, sliced, 1-2 fresh jalapeños, sliced (or use pickled, if you prefer), Juice 1-2 limes or wedges to serve",,,,,,,,,vegan
25,Kung pao cauliflower,"A few sprays Frylight Vegetable Oil (from large supermarkets), 1 small cauliflower, trimmed and cut into 1.5cm thick slices, ½-1 tsp sichuan peppercorns (from large supermarkets), roughly crushed in a mortar and pestle, 2 garlic cloves, crushed, 3cm piece fresh ginger , 2 spring onions, white and green parts sliced separately , 2-3 dried red chillies (optional), 1 tbsp tamari (check it’s gluten-free, if necessary), 2 tbsp sweet chilli sauce, 1 red chilli, sliced, 50g roasted unsalted peanuts , Pinch toasted sesame seeds, Fresh coriander leaves to serve",240.0,14.0,2.6,13.0,12.2,7.7,5.8,1.6,vegan
26,Chocolate hobnob-style biscuits (vegan),"100g rolled oats, 125g wholemeal flour, plus extra to dust, 50g plain flour, 100g unrefined golden caster sugar (we used Billington’s), 50g unrefined dark muscovado sugar (we used Billington’s), 100ml vegetable oil, 2 tbsp golden syrup, 1 tsp bicarbonate of soda, 2 tbsp boiling water, 150g melted dark vegan chocolate, 2-3 baking sheets, lightly floured",126.0,5.0,1.3,1.6,18.0,10.8,1.1,0.1,vegan
27,Orange and rosemary sgroppino,"70g caster sugar, 480ml fresh orange juice, 4-6 fresh rosemary sprigs, 4 tbsp Gin Mare gin, 1 scoop orange and rosemary sorbet, 2 tbsp Gin Mare gin, 75-100ml prosecco, 1 fresh rosemary sprig, Ice cream machine",,,,,,,,,vegan
28,Tomato and vegetable sauce,"4 tbsp extra-virgin olive oil, ½ onion, finely chopped, ½ celery stalk, finely chopped, 1 small carrot, finely chopped, ½ courgette finely chopped, 2 x 400g tins chopped plum tomatoes, 1 vegetable stock pot or cube (check it’s vegan, if necessary)",113.0,7.8,1.1,1.9,7.7,6.9,2.1,0.9,vegan
29,Green tomato chutney,"500g green tomatoes, 450g onions, chopped into 1cm pieces, 25g pickling spices (we used Bart spices), 170g light muscovado sugar, About 500ml malt vinegar, 450g cooking apples, peeled, cored and chopped to 1cm pieces, 170g raisins, 55g sultanas, 3 fat garlic cloves, finely chopped, 1½ tbsp yellow mustard seeds, 1 tbsp cayenne pepper, 1 tsp ground ginger, ½ tbsp fine salt, Large heavy-based saucepan or casserole, square of muslin, kitchen string, glass jars with lids (enough for 1.2kg chutney)",24.0,0.1,0,0.3,5.1,4.9,0.4,0.1,vegan
30,Dishoom’s green vada (coriander and mint) chutney,"½ tsp cumin seeds,  20g fresh coriander, 20g fresh mint leaves, 5g granulated sugar, 5g roughly chopped green chilli, 25ml lime juice, 25ml water",8.0,0.2,trace,0.4,1.3,0.1,0.2,0.1,vegan
31,Dishoom’s Bhel,"½ medium green chilli, chopped, 10g fresh coriander leaves, chopped, plus a little extra to finish the dish,  10g fresh ginger, very finely chopped, 50g red onion, finely chopped, 50g tomato, finely chopped, 25g pomegranate seeds (less than ½ pomegranate), 40g Bombay mix (see tips), 15g mamra (see Know-how), 25g fine sev (see Know-how), 40g tamarin chutney (see tips), 20g coriander and mint chutney, 2 tsp lime juice, Pinch fine sea salt",114.0,3.4,0.4,2.9,16.9,9.6,1.7,0.4,vegan
32,Chilli tofu veg ‘noodles’,"10 sprays olive oil, 200g firm tofu, cut into cubes, 1 garlic clove, crushed, Thumb-size piece fresh ginger, grated, 1 fresh red chilli, finely sliced, 2 spring onions, finely sliced, 2 courgettes (320g), finely sliced into ‘noodles’ with a julienne peeler or spiraliser, 1 carrot (160g), finely sliced into ‘noodles’ with a julienne peeler or spiraliser, 2 tsp sesame oil, Finely grated zest and juice 1 lime, Fresh coriander to serve",242.0,13.2,2.2,17.2,11.1,7.1,6.8,0.2,vegan
33,"Black rice paella with artichokes, peppers and spinach","3 tbsp olive oil, plus a splash, ½ large Spanish onion, chopped , 160g runner beans, sliced, ¼-½ tsp saffron, toasted in a dry pan, 1 tsp smoked sweet pimentón (see Know-how), ¼ smoked hot pimentón (see Know-how), 2 large fresh tomatoes on the vine, chopped, 2 fat garlic cloves, chopped, 175g marinated artichokes in oil, 650-700ml vegetable stock (if you’re vegan, check the stock is vegan), 250g black venus rice (we used Gallo), soaked in cold water for 30 minutes, then drained, 2 fresh bay leaves, 1 bushy rosemary sprig, 130g pack pardon peppers, 1 large green or yellow courgette, peeled into ribbons, 115g bag baby leaf spinach, 1 tbsp extra-virgin olive oil, Splash sherry vinegar, 32-34cm paella pan or large shallow casserole, or 3 smaller paella pans to serve 1-2 people each",317.0,14.7,2.2,5.8,36.5,5.1,7.9,0.6,vegan
34,Summer garden soup,"2 tbsp extra-virgin olive oil, plus extra for finishing, 2 medium fennel bulbs, trimmed, halved and diced, 4 new potatoes, scrubbed, cut into 1cm cubes, 1 litre well flavoured vegetable stock, 1 medium courgette, cut into 1cm cubes, 2 large handfuls freshly podded broad beans, 2 handfuls freshly podded peas, 6 spring onions, trimmed and thinly sliced, 1 small lettuce, washed and shredded into 1-2cm pieces, Large handful mixed fresh herbs, (such as mint, flatleaf parsley, basil, fennel tops or chives), leaves picked and chopped, Squeeze fresh lemon juice",157.0,9.2,1.6,4.6,10.8,5.2,5.9,0.1,vegan
35,Ful medames,"400g tin broad beans or fava beans, Pinch paprika, Pinch cinnamon (optional), Juice 2 lemons, 3 garlic cloves, crushed, 3 large tomatoes, deseeded and finely chopped, 80ml olive oil, Bunch fresh flatleaf parsley, finely chopped, Pitta bread to serve",224.0,15.5,2.2,6.3,11.7,4.2,6.5,0.5,vegan
36,Vegan coconut and mango pavlova,"400g can chickpeas, 220g caster sugar, 1 tbsp cornflour, 3 ripe passion fruit, Zest and juice 1 lime, 400ml mango sorbet to serve, 2 ripe mangoes, peeled, de-stoned and sliced to serve, 250ml carton coconut cream, chilled for at least 3 hours (we used Sainsbury’s own brand), 1-2 tbsp maple syrup, optional, Baking tray lined with non-stick baking paper; stand mixer/electric mixer",230.0,8.8,7.5,1.7,35.3,33.2,1.4,trace,vegan
37,Lighter caponata,"2 aubergines, quartered lengthways, 1 medium red onion, finely sliced, 1 celery stick, cut into 1cm chunks, Cooking oil spray, 6 plum tomatoes, roughly chopped (or use a 400g can of chopped tomatoes), 2 garlic cloves, crushed, 3 tbsp olive oil, 1 tbsp red wine vinegar, 1 tsp dried marjoram or oregano, 80g large pitted green olives (we used gordal, in a cumin and lemon dressing), sliced, 2 tbsp capers, drained, 20g golden raisins, 20g fresh basil, leaves picked and roughly torn, 1 tbsp pine nuts, lightly toasted in a dry pan (optional)",248.0,18.6,2.6,3.8,13.1,11.7,6.6,1.2,vegan
38,Spicy potato and cauliflower burger,"Vegetable oil for frying, 2 banana shallots, finely sliced into rounds, 1 green chilli, finely sliced, Cornflour for dusting, 2 tbsp tamarind paste(see Know-how), 4 burger buns, halved and lightly toasted (check they’re vegan if need be), 6 tbsp coconut yogurt (we used CoYo brand), 6 medium tomatoes, sliced, 1 lime, cut into wedges, 200g cauliflower, sliced into florets , 1 tbsp vegetable oil, plus extra for frying, 500g potatoes, peeled and cut into 2cm chunks, 3 tbsp madras curry paste (or your favourite curry paste), 2 fat garlic cloves, crushed, 3cm piece fresh ginger, grated (no need to peel), 1 tsp black mustard seeds, 2-3 tbsp non-dairy milk, such as soya or oat milk, 1 tbsp mango chutney, plus extra to serve, Small handful fresh coriander, leaves picked and stalks chopped, Cornflour for dusting",73.0,20.7,5.1,6.4,61.4,10.8,7.5,1.3,vegan
39,Black rice super salad,"2 x 200g pouches of cooked black wholegrain rice (we used Gallo, from Waitrose), 200g watercress, 250g halved cherry tomatoes, 5 thinly sliced spring onions, 200g pomegranate seeds, 1 ripe avocado, 3 tbsp tahini, 2 tbsp olive oil, Finely grated zest and juice of 2 lemons, 1 tbsp agave syrup, Drizzle of olive oil and sprinkle of mixed seeds, to serve",556.0,28.6,4.8,11.0,58.3,13.5,10.6,1,vegan
40,Bang bang tofu salad,"1 thinly sliced red onion, 3 tbsp red wine vinegar, A pinch each of caster sugar and salt, 170g sushi rice, 300g tenderstem broccoli, 1 tbsp vegetable oil,  2 x 225g blocks of extra-firm smoked tofu (we like The Tofoo Co, from Waitrose, Tesco and Co-op),  50g smooth peanut butter, 25g gluten-free sweet chilli sauce, 1 tbsp toasted sesame oil, 1 tbsp tamari soy sauce, 2 tsp rice vinegar, 1 tsp mirin, 1 tsp black sesame seeds, Pinch of chilli flakes, to serve",497,21.4,3.8,25.1,47.2,9.5,7.4,1.1,vegan
41,Vegetable gyoza dumpling stir-fry,"1 tsp vegetable oil, 5 frozen vegetable gyoza (see tip), ½ carrot, peeled into ribbons, ½ courgette, peeled into ribbons, 100g sugar snap peas, halved, 1 tsp toasted sesame oil, 1 tsp soy sauce, plus extra for drizzling, ¼ tsp nigella seeds, 2 spring onions, finely sliced, 25g roasted salted peanuts, crushed or chopped",450,23.5,3.6,20.1,34.4,14.2,10.1,1.6,vegan
42,"Smoky orange, roasted tomato and olive pappardelle","8 ripe tomatoes, roughly chopped, 1 orange, cut into 6 wedges, 1 tbsp light olive oil, ¼ tsp sweet smoked paprika, 4 garlic cloves, thinly sliced, 2 tsp maple syrup, 300g egg-free pappardelle or other dried pasta, 150g pitted green olives, roughly chopped, 2 large handfuls mixed herbs or rocket, roughly chopped, 50g mixed seeds or roughly chopped nuts (such as almonds, hazelnuts or pine nuts) , 2 tbsp extra-virgin olive oil",529,21.2,3.2,14.9,65.6,10.7,8.1,1,vegan
43,Satay french toast with avocado,"2 tbsp milled flaxseeds, 200ml light coconut milk, 3 tbsp crunchy peanut butter (we used Manilife Deep Roast from hollandandbarrett.com), 1-2 garlic cloves, crushed, 2cm piece fresh ginger, grated, 4 slices sourdough bread, Vegetable oil to grease, 1 ripe avocado, sliced, Thinly pared zest and juice 1 lime, Handful salad herbs (we used Growing Underground Asian micro herbs from M&S and Ocado), ½ red chilli, sliced (optional)",596,33.3,10.3,16.7,52.1,3.4,10.2,1,vegan
44,"Aubergine, tomato and chickpea traybake","3 tbsp olive oil, 2 medium aubergines, cut into 2cm cubes, 3 tbsp rose harissa (I like Belazu), diluted with 1 tbsp water – see tips, 300g cherry tomatoes, 400g tin chickpeas, drained and rinsed (see tips), Finely grated zest 1 lemon, 3 tbsp tahini, thinned with warm water to create a dressing the consistency of single cream, Small handful fresh mint leaves (see tips), Flatbreads or pitta breads to serve",263,17.0,2.4,9.3,13.3,5.2,9.6,0.2,vegan
45,Perfect roast potatoes for Christmas,"75ml vegetable oil (we used Essential Waitrose Vegetable Oil], 2kg floury potatoes (we recommend maris piper)",280,7.1,0.5,4.8,46.7,2.1,5.0,trace,vegan
46,Homemade rye crackers,"150g rye flour, 150g plain flour, plus extra for dusting, 1 tsp sea salt, 4 tbsp olive oil, plus extra to brush, 3 tbsp mixed seeds (such as coriander, fennel and sesame), 2 baking sheets lined with non-stick baking paper",184,8.1,1.2,3.8,22.4,0.4,3.1,0.5,vegan
47,Bounty parfait cheesecake,"25g toasted coconut flakes (from large supermarkets and health food shops), 2 tbsp cocoa powder, 125g vegan biscuits (we used Doves Farm Organic Wholemeal Digestive Biscuits), 4 tbsp coconut oil, melted, 400ml tin coconut milk, 160ml tin coconut cream, 1 tbsp vanilla bean paste, 1 tsp maple syrup, 75g desiccated coconut, 150g dark chocolate, roughly chopped (if you’re vegan, check the label to make sure the chocolate is vegan), 1 tsp vanilla bean extract, 1 tbsp maple syrup, 2-3 tbsp boiling water, Small handful toasted coconut flakes to decorate, 900g loaf tin, double-lined with cling film – leave plenty of excess overhanging the edges",364,28.2,21.7,3.9,21.8,13.9,3.4,0.2,vegan
48,Vegan katsu curry,"280g block extra-firm tofu (we used The Tofoo Co Naked Tofu, from larger supermarkets), 1 tbsp soy sauce, 50g panko breadcrumbs (check the label to ensure they’re vegan), 2 tbsp cornflour, Vegetable or sunflower oil to fry, Steamed rice, salad leaves and sushi ginger (from large supermarkets) to serve, Drizzle vegetable oil, ½ onion, chopped, 1 garlic clove, crushed, ½ carrot, grated, ½ small granny smith apple, peeled and grated, ½ tbsp medium curry powder, 1 tsp soy sauce, ½ tbsp miso paste",503,23.5,3.3,23.1,45.6,11.4,8.3,2.1,vegan
49,Masala cauliflower potatoes,"1 tbsp sunflower oil, 1 tsp black or yellow mustard seeds, 1 tsp cumin seeds, 1 large onion, roughly chopped, 2 garlic cloves, finely chopped, 1cm piece fresh ginger, peeled and finely chopped, 1 small green chilli, finely chopped, 2 plum tomatoes from a tin, roughly chopped, 1 tsp salt, 1 tsp garam masala, 1 tsp ground turmeric, ½ tsp chilli powder, 200g frozen peas, 1 large cauliflower, cut into small florets, 1 large potato, cut into 2.5cm chunks, Handful fresh coriander leaves, finely chopped, to garnish",252,5.6,0.9,12.5,32.9,12.7,10.0,0.1,vegan
50,Roast purple sprouting broccoli with smashed white beans,"3 tbsp olive oil, plus extra for drizzling,  1 medium onion, halved and thinly sliced, 4 garlic cloves, sliced, 2 pinches chilli flakes, 2 fresh rosemary sprigs,  2 x 400g tins butter beans, drained and rinsed,  300ml good quality vegetable stock, 2 medium red onions, 400g purple sprouting broccoli, 1 tbsp sunflower seeds, 1 tbsp pumpkin seeds, Juice ½ lemon",375,17.4,2.6,15.8,30.6,9.3,16.1,0.5,vegan
