,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Crispy cauliflower florets with romesco sauce and rice,"200g mixed basmati and wild rice, 1½ tsp sweet smoked paprika (pimentón), 1 roasted red pepper (from a jar), 40g fresh breadcrumbs, ½ garlic clove, 40g ground almonds, 1tbsp red wine vinegar, 50ml water, 1 cauliflower, sliced into florets, 50g plain flour",569,19.1,2.2,19.4,81 carbs,7.3,8.3,0.8,Spain
11,Chicken and chorizo buns,"Olive oil for frying, 2 large red onions (about 300g), finely sliced, 150g spicy cooking chorizo, finely chopped, 1 fresh rosemary sprig, 200g leftover roast free-range chicken (see tips), torn into small pieces, Small handful fresh parsley leaves, chopped, 150ml lukewarm milk, plus extra for glazing, 50g unsalted butter, melted, 2 x 7g sachets fast action yeast, 1 tsp clear honey, 150-200ml lukewarm water, 700g strong white bread flour, plus extra for dusting, 2 tsp fine sea salt, Oil for greasing",498,15.5,6.5,21,69.6,5.1,4.5,1.6,Spain
12,Healthier croquetas,"500g baby leaf spinach, 50ml olive oil, 75g plain flour, plus extra for coating, 300ml skimmed milk, hot, 125g full-flavoured soft goat’s cheese, chopped, Good grating fresh nutmeg, Finely grated zest ½ lemon, Small bunch fresh chives, finely snipped, 125g dried white breadcrumbs, 2 medium free-range eggs, beaten, Vegetable oil for deep-frying",58,3.5,1,2,4.8,0.7,0.6,1.8,Spain
13,"Tomato, merguez sausage and cannellini summer stew","Splash of olive oil, 6 merguez sausages, 1 onion, 1 garlic clove, 600g tomatoes, 200ml chicken stock, 2 x 400g tins cannellini beans, Handful of fresh parsely",473,26.1,8,25.7,33.2,7.3,11.8,2,Spain
14,Crispy squid with harissa mayonnaise,"Vegetable oil for frying, 75g potato starch or potato flour (we used Rakusen’s, from Waitrose and Ocado), 500g fresh squid, cleaned (ask your fishmonger to do this), body sliced into rings, tentacles trimmed, 350ml white wine vinegar, 2 tbsp sea salt, 120-150g caster sugar to taste, 150g runner beans, strings removed, cut into 6cm batons, 120g green beans, topped, 150g cucumber, seeds removed, cut into 6cm batons, Handful fresh dill, roughly chopped, 1 garlic clove, crushed, 100g good quality mayonnaise, 1 free-range egg yolk, 1 tsp harissa paste (we use Belazu, widely available), Digital thermometer",467,34,5.2,23.7,16.6,5.8,4,1.4,Spain
15,"New potatoes, king prawns and chorizo with tomato and chilli","Waitrose Garlic and Herb Baby Potatoes, or similar, 120g chorizo sausage, diced, Unearthed King Prawns in Tasty Tomato & Chilli Sauce, 1 red onion, finely chopped, Juice 1/2-1 lemon, to taste, Large handful fresh parsley leaves, roughly chopped",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Spain
16,Cardamom churros with lemon curd dipping sauce,"250g plain flour, 1 tsp baking powder, 24 green cardamom pods, seeds removed and crushed in a pestle and mortar, 60g unsalted butter, melted, 340ml boiling water, About 1½ litres sunflower or vegetable oil for deep-frying, Grated zest 1 lemon mixed with a handful caster sugar for coating, Zest and juice 2 large unwaxed lemons, 85g unsalted butter, 225g caster sugar, 3 medium free-range eggs, lightly beaten, 1 tbsp limoncello",494,27.4,10.9,5.9,56.4 carbs,25.9,1.7,0.4,Spain
17,"Pan-fried squid with spinach, red peppers and chickpeas","2 x 400g tins chickpeas, 200ml chicken stock, 5 tbsp olive oil, 2 garlic cloves, 150g baby spinach, 300g roasted red peppers from a jar, 4 small prepared squid, Flour for dusting, Juice ½ lemon, 3 tbsp extra-virgin olive oil",526,28.8,4.2,34.5,30.1,5.6,9.8,1.4,Spain
18,Smoky prawns with tomato and coriander,"2 tbsp extra-virgin olive oil, plus extra to drizzle, 1 onion, sliced, 2 garlic cloves, crushed, ½ tsp smoked paprika (pimentón), 400g tin chopped tomatoes, Splash of red wine vinegar, Pinch of sugar, 125g raw sustainably sourced peeled king prawns, Handful of fresh coriander, Sliced green chillies and lemon quarters, to garnish",223,13.4,1.9,14.3,11.5,9.2,3,0.5,Spain
19,Ham and blue cheese croquettes,"Drizzle of olive oil, 100g leftover ham, very finely shredded, 75g unsalted butter, 100g plain flour, plus extra, seasoned with salt and pepper, to coat, 400ml semi-skimmed milk, hot, 150g blue cheese, crumbled, 2 medium free-range eggs, beaten, 125g dried white breadcrumbs, Vegetable oil for deep-frying, A digital thermometer",97,6.5,3,3.6,6.2,0.8,0.3,0.3,Spain
