,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Nachos with pulled pork and sweetcorn salsa,"3 tbsp olive oil, 2 large banana shallots, finely sliced, 600g British free-range pork shoulder, cut into 2cm cubes, 3 fat garlic cloves, crushed, 1½ tbsp ground cumin, 1 tbsp ground coriander, 1 tsp ground cinnamon, 1 tsp mild chilli powder, ½ tsp ground allspice, 2 tsp each dried thyme and dried oregano, 3 tbsp tomato purée, 3 tbsp red wine vinegar, 500ml chicken stock, 2 tsp caster sugar, 100ml whole milk, ½ red onion, finely diced, 1 tbsp red wine vinegar, 1 tsp caster sugar, 198g tin sweetcorn, drained and rinsed, ½-1 jalapeño chilli or red chilli, deseeded and finely chopped, 1 ripe avocado, peeled and cut into small dice, 1 small bunch fresh coriander, finely chopped, Juice ½ lime, 200g bag tortilla chips, Extra-mature cheddar, grated, Soured cream and pickled jalapeños (optional)",501,26.6,6.3,29.9,32.2,7.4,6.3,1,Mexico
11,Crispy Mexican tortilla rice bowl,"1 tbsp rapeseed oil, 1 corn tortilla, 50g roasted red peppers from a jar, chopped, 50g tinned sweetcorn, ½ red onion, finely chopped, Small bunch fresh coriander, chopped, Grated zest 1 lime and juice ½ lime , ½ tsp smoked paprika, 3 tbsp soured cream, 140g pouch Tilda Pulses and Rice (black bean, jerk and coconut), ½ ripe avocado, sliced",722,43.6,12.4,14.1,61.1,13.6,14.9,1.1,Mexico
12,Chicken and charred corn tacos,"4 tbsp olive oil, ¼ tsp sweet smoked paprika, 1 tbsp chipotle sauce (we used Tabasco chipotle sauce), 3 limes, 3 tbsp good quality mayonnaise, 2 sweetcorn cobs in their husks, 8 small or 4 large, soft corn tortillas, 2 ripe avocados, sliced, 2 cooked free-range chicken breasts, sliced (see Next Time), 4 spring onions, sliced, 150g cherry tomatoes, halved, Handful fresh coriander leaves",586,27.5,3.7,30.8,52.1,5.7,3.6,0.9,Mexico
13,Mexican-style barbecued beef brisket with quick-pickled onions,"2 tbsp vegetable oil, 1 red onion, chopped, 4 garlic cloves, crushed, 1 tbsp ground cumin, 1 tbsp ground coriander, 1-2 green or yellow jalapeños, sliced, 2 tbsp chipotle paste, 6 tbsp dark muscovado sugar, 2.25kg British beef brisket, 3 dried cascabel chillies (available from Waitrose, Ocado or online from Souschef), 500ml good quality beef stock, 250ml fruity red wine, 200ml fresh orange juice, 200ml passata, 2 red onions, thinly sliced, Juice 3 limes, 1 tbsp sea salt, Large handful fresh coriander, roughly chopped, Sliced green or yellow jalapeños, 2 ripe avocados, chopped, Juice ½ lime, plus extra wedges, Steamed rice or warm tortillas",533,20.7,7.3,61.9,17.9,16.6,1.9,2.9,Mexico
14,Mexican chicken burgers,"4 British free-range skinless chicken breasts, 4 tbsp cold-pressed rapeseed oil or olive oil, 2 tsp ground cumin, Juice 3 limes, plus 4 lime wedges to serve, 2 garlic cloves, 1 finely sliced, 1 crushed, 1 tbsp chipotle paste, 2 red onions, finely sliced into rings, 2 ripe avocados, 1 red chilli, deseeded and finely chopped, Large bunch fresh coriander, roughly chopped, Grilled crusty roll, chopped fresh coriander, soured cream and curly fries (optional)",459,28.3,5.2,39.5,8,5.7,7,0.6,Mexico
15,"Corn fritters with crispy bacon, red pepper jam and soured cream","135g gluten-free plain flour (we used Dove’s Farm), 80g coarse polenta, 1 tbsp baking powder, ½ tbsp ground cumin, ½ tsp ground turmeric, ¼ tsp chilli powder, 1 tsp sea salt, 2 medium free-range eggs, beaten, 200ml whole milk, 250g sweetcorn kernels (defrosted if frozen, or stripped from a cooked corn cob), 200g tinned creamed corn, Small handful fresh flatleaf parsley, leaves roughly chopped, Small handful fresh coriander, leaves and stalks roughly chopped, ½ red pepper, chopped, ½ red onion, chopped, Olive oil for frying, 6 British free-range bacon rashers, 150g rocket, 200g soured cream, 100g red pepper jam, Lime wedges, 4 tbsp vegetable oil, 2 red peppers, roughly chopped, 2 red onions, roughly chopped 4 long red chillies, chopped (seeds removed if you don’t want it too hot), 250g cherry tomatoes, 100g caster sugar, 50ml fish sauce",397kcal,19.7,7.8,14.4,38.7,5.2,3.7,2.7,Mexico
16,Mexican fish tacos,"800g sustainable cod fillets, cut into 3cm pieces, About 100g coarse salt, Splash rapeseed or olive oil, 12 corn tortillas, Soured cream to serve, ½ tsp cayenne pepper, 1 tsp smoked paprika, ½ tsp garlic powder, 1 tsp ground cumin, 1 tsp dried oregano, 3 tbsp plain flour, ½ red onion, finely chopped, 1 red chilli, finely chopped, 3 very ripe avocados, 1 garlic clove, crushed, Juice 1-2 limes, Bunch fresh coriander, chopped, 200g cherry tomatoes, quartered, Large bunch each fresh flatleaf parsley, basil and mint, chopped, 3 tbsp red wine vinegar, 3 tbsp olive oil, 1 tbsp caster sugar, 2 little gem lettuces, leaves torn, ½ red onion, very thinly sliced",808,37.2,7.9,36.7,75.6,10.2,12.1,2.8,Mexico
17,Brazilian black bean soup with raw corn salsa,"Sunflower oil for frying, 2 onions, finely chopped, 2 red chillies, finely chopped, 5 large garlic cloves, crushed, 1½ tbsp smoked paprika, ½ tbsp ground cumin, 2 x 400g tins black beans, 1 litre vegetable stock, 5 bay leaves, 3 roasted red peppers from a jar, drained and roughly chopped, 1 small sweet potato, peeled and diced into 2cm pieces, Lime wedges to serve, 2 corn cobs, kernels sliced off with a sharp knife (or, if not in season,150g frozen sweetcorn, defrosted), ½ red chilli, finely diced, 6 spring onions, finely sliced, ½ small red onion, finely diced, Bunch fresh coriander, finely chopped",276,9.4,1.2,10.3,33.3,10.3,8.4,1.3,Mexico
18,Cornbread with deep-fried crispy onions,"150g plain flour,  200g cornmeal or instant polenta, 1 tsp salt, 1 tbsp baking powder, 2 tsp caster sugar, 1 tsp mustard powder,   Large pinch cayenne pepper,  200g mature cheddar, grated, 1 red chilli, chopped,  3 spring onions, sliced, 50g butter, melted, 200ml buttermilk, 3 medium free-range eggs, beaten, 2 tbsp olive oil, Vegetable oil for deep-frying, 75g plain flour, ¼ tsp mustard powder,  ¼ tsp garlic salt,  Pinch cayenne pepper, 2 medium free-range eggs,  125g cornmeal or instant polenta, 1 bunch spring onions, sliced in half lengthways, Grated zest and juice 1 lime, 3 tbsp mayonnaise,  3 tbsp soured cream, 1-2 tsp chipotle chilli paste (we like Gran Luchito Mexico Smoked Chipotle Chilli Paste),  Juice 1 lime to taste, 20cm square cake tin, fully lined with non-stick baking paper",767,40.3,15.3,25.6,73.7,6.3,3.6,2.9,Mexico
19,Corned beef and bean hash with chimichurri,"500g sweet potatoes, cut into medium chunks, Rapeseed oil for frying, Small bunch fresh coriander or parsley (or ½ bunch each), finely chopped, Grated zest 1 lime, juice 2 limes, plus wedges (optional) to serve, 1 large red onion, sliced, 3 garlic cloves, sliced, 1½ tsp sweet smoked paprika, 1 tsp ground cumin (optional), 340g tin corned beef, cubed, 400g can black beans, drained and rinsed, 1-2 jalapeño chillies, chopped, to serve (optional)",444,16.1,5.5,29.3,41.1,11.5,8.6,2,Mexico
