,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Party pani puri,"400g tin chickpeas, drained and rinsed, 1 large potato (around 200g), peeled and chopped into 1cm cubes , Vegetable oil for drizzling, 1 heaped tsp chaat masala – we used Waitrose Cooks’ Ingredients, ⅓ bunch fresh coriander, leaves picked and roughly chopped, Seeds from 1 pomegranate, 1 red onion, finely chopped, 30 puri shells (see Know-how), 3 medjool dates, pitted and chopped, 3 tbsp tamarind paste, 3 tbsp jaggery or soft light brown sugar (see Know-how), ½ tsp ground coriander, 3.5cm piece fresh ginger, peeled and grated, ⅔ bunch fresh coriander, 2 tbsp jaggery or soft light brown sugar (see Know-how), 3.5cm piece fresh ginger, peeled and grated, A few fresh mint sprigs, leaves picked and roughly chopped, 2 green chillies, trimmed, deseeded and roughly chopped, 1 tsp ground cumin, Blender, food processor or mini food processor",67,1.9,0.2,1.5,10.4,4.8,1.3,0.1,India
11,The ultimate creamy chicken korma,"2 tsp vegetable or olive oil, 2 banana shallots, quartered lengthways, 2 spring onions, sliced, 1 small British free-range skinless chicken breast, cut into bite-size chunks, 1 tbsp korma curry paste, 2 tsp mango chutney, 2 large vine tomatoes, chopped, 1 tbsp clotted or double cream, Squeeze lemon juice, plus a lemon wedge to serve, 1-2 fresh coriander sprigs, chopped, to serve , Steamed rice and poppadums (optional) to serve",398,20.5,6.8,34,18.1,14.7,4,1.1,India
12,Dishoom’s masala chai,"2 tbsp Assam or Darjeeling tea, 12 slices fresh ginger, 1½ tsp black peppercorns, 12 cardamom pods, 2 cinnamon sticks, 5 cloves, 50 sugar, 500ml whole milk",130,4.5,2.9,4.2,18.2,18,0.1,0.1,India
13,Dishoom’s green vada (coriander and mint) chutney,"½ tsp cumin seeds,  20g fresh coriander, 20g fresh mint leaves, 5g granulated sugar, 5g roughly chopped green chilli, 25ml lime juice, 25ml water",8,0.2,trace,0.4,1.3,0.1,0.2,0.1,India
14,Dishoom’s chicken berry Britannia (biryani),"300g white basmati rice, 2 tsp fine sea salt, Juice ½ lime, 500g skinless, boneless free-range chicken thighs, each cut into 3 pieces, 20g ginger paste, 25g garlic paste, 1½ tsp deggi mirch (see Know-how), 2 tsp fine sea salt, 2 tsp ground cumin, 1½ tsp garam masala, 2 tbsp lime juice, 100g full-fat greek yogurt, 2 tbsp vegetable oil, 3 green chillies, each cut into 4 long strips, 3cm fresh root ginger, cut into fine matchsticks, 100g crispy fried onions (widely available), 6 large fresh mint leaves, chopped, 5g fresh coriander leaves, chopped, 20g unsalted butter, 3 tbsp double cream, Large pinch saffron, toasted in a dry pan, then mixed with 2 tbsp boiling water, 35g dried cranberries, Raita to serve (optional), Biryani pot or flameproof casserole – with a lid",517,21.8,9.5,25.7,53.1,5.9,2.6,2.5,India
15,Dishoom’s gunpowder potatoes,"500g baby new potatoes, ½ tsp cumin seeds, ½ tsp coriander seeds, ½ tsp fennel seeds, 1 tbsp vegetable oil for brushing, 25g butter, melted, 6 spring onions, finely chopped, 5g fresh coriander leaves, finely chopped, 3 green chillies, finely chopped, ½ tsp sea salt flakes, 2 tbsp lime juice, 1-2 tsp kebab masala, Pestle and mortar",203,11.3,3.7,2.9,20.9,2.9,3.3,0.8,India
16,Dishoom’s Bhel,"½ medium green chilli, chopped, 10g fresh coriander leaves, chopped, plus a little extra to finish the dish,  10g fresh ginger, very finely chopped, 50g red onion, finely chopped, 50g tomato, finely chopped, 25g pomegranate seeds (less than ½ pomegranate), 40g Bombay mix (see tips), 15g mamra (see Know-how), 25g fine sev (see Know-how), 40g tamarin chutney (see tips), 20g coriander and mint chutney, 2 tsp lime juice, Pinch fine sea salt",114,3.4,0.4,2.9,16.9,9.6,1.7,0.4,India
17,Dishoom’s Akuri (spiced scrambled eggs),"1 medium tomato (about 70g), 1 tsp olive oil, Sea salt flakes, ½ small green chilli, very finely chopped, 6 fresh rosemary sprigs, very finely chopped,  ¼ red onion, finely chopped,  ¼ tsp ground turmeric, Pinch deggi mirch (see Know-how), 2 large free-range eggs (see tips), 1 tbsp vegetable oil,  ¼ tsp fine sea salt, 1 thick slice white bloomer or sourdough loaf, Butter for spreading, A few fresh coriander leaves",513,33.1,8.5,22.8,29.2,5.5,3.7,3.2,India
18,Dishoom’s Prawn Koliwada,"20g rice flour, 20g chickpea (gram) flour (from large supermarkets), 2½ tsp deggi mirch (see Know-how), 1½ tsp garam masala , 1½ tsp ground cumin, ⅔ tsp ground turmeric, ⅔ tsp fine sea salt, 1 tsp ginger paste , 2 tsp garlic paste, 2 tbsp finely chopped fresh curry leaves (from large supermarkets or amazon.co.uk – or use dried), 40ml lime juice, 300g sustainable raw, peeled king prawns, Vegetable oil for deep-frying, Lime wedges, Ready-made tamarind chutney and/or green vada chutney",219,13.2,1,15.9,7.9,0.5,2.1,1.5,India
19,Dishoom’s Kebab Masala,"10g kasoori methi  (dried fenugreek leaves; from souschef.co.uk), 22g chaat masala, 2g deggi mirch (see Know-how), 1g garam masala, 1g fine sea salt",NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,India
