,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
10,Green veg and chicken tacos with pea guacamole,"1/2 fennel bulb, finely sliced, 80g courgette or baby courgettes, cut into ribbons using a veg peeler, Juice 2 limes, plus wedges to serve, 80g frozen peas, 1 ripe avocado, roughly chopped, 1 cos lettuce, roughly chopped, Large handful fresh coriander leaves, finely chopped, 2 ready-roasted free-range chicken breasts, sliced, 4-6 small tortilla wraps, 100g (½ tub) ready-made tomato salsa to serve",648,24.3,6.3,48.7,53.5,5.5,12.2,1.9,Mexico
11,Smoky bean and sweet potato tortillas with lime-pickled onions,"1 tbsp olive oil, 1 red onion, finely chopped, 2 garlic cloves, crushed, Pinch of ground cumin, 600g sweet potatoes, peeled and cut into 1cm dice, 1-2 tbsp chipotle paste, 300ml vegetable stock, hot, 2 x 400g tins butter beans, drained and rinsed, 400g tin black beans, drained and rinsed, Handful of fresh mint leaves, chopped, Handful of fresh coriander leaves, Tortilla wraps, charred, to serve, Soured cream to serve, Juice of 1 lime, 1 large red onion, finely sliced, Sea salt crystals or flakes",511,5.3,0.9,20.8,94.5,13.9,18.4,1.9,Mexico
12,Smoky coriander beef fajitas,"2 tbsp vegetable oil for frying, 2 large onions, thickly sliced, 2 garlic cloves, crushed, 300g British beef rump steak, sliced into strips, Small bunch fresh coriander, stalks roughly chopped and leaves picked, 2 tsp ground cumin, 1 tbsp ground coriander, 100g chargrilled red peppers from a jar, cut into 1cm strips, 4 large tortillas, warmed, 240g mini pack Tex-Mex dips (such as soured cream, guacamole and tomato salsa), Sliced jalapeño chillies and lime wedges (optional)",628,35.7,3.5,107.1,47.4,8.4,4.9,1.9,Mexico
13,Chipotle chicken chilli with avocado,"Olive oil for frying, 2 onions, chopped, 3 garlic cloves, finely chopped, 1 tbsp ground cumin, 6 British free-range skinless boneless chicken thighs, cut into 3cm pieces, 330ml bottle Mexican lager (we used Corona), 400g tin chopped tomatoes, 500ml fresh chicken stock, Small bunch fresh coriander, stalks finely chopped, leaves roughly chopped, 90g chipotle paste, 2 x 400g tins kidney beans, drained and rinsed, ½ tbsp chilli flakes, 1 large ripe avocado, Juice 1 lime, plus 6 wedges, 1 small red chilli, finely sliced, 12 small white flour tortillas, 1 red onion, finely sliced, soaked in cold water, then drained, Soured cream",354,13.3,2.6,24.4,25,10.5,10.9,0.6,Mexico
14,Braised beef chilli,"Olive oil for frying, 2 red onions, thinly sliced, 1 tbsp ground cumin, 1 tsp smoked sweet paprika, 1 tbsp ground coriander, 1.5kg beef shin, diced, 3 green peppers, sliced, 2 dried ancho chillies, soaked in hot water for 10 minutes, then roughly chopped, 1 tbsp tomato purée, 500ml beef stock (we like ), 400g tin chopped tomatoes, 30g very dark chocolate (80 per cent cocoa solids), in pieces, Large bunch fresh coriander, leaves roughly chopped, 1 red onion, finely chopped, 200g black eye beans, drained and rinsed, 100g tinned sweetcorn, drained, Bunch fresh coriander, leaves roughly chopped, Juice of 1 lime, 1 red chilli, deseeded and chopped, Steamed rice, Soured cream",507,17.6,6,64,19.6,11.5,6.9,1,Mexico
15,Veggie chilli with nachos,"Glug olive oil or sunflower oil, 1 red onion, roughly chopped, 3 mixed peppers, sliced, 2 dried ancho chillies, soaked in hot water for 10 minutes, then roughly chopped, 2 tsp ground coriander, 2 tsp ground cumin, 1 tsp smoked paprika, 1 tbsp dried oregano, 3 fat garlic cloves, sliced, 460g passata, 1 tbsp red wine vinegar, 1 tbsp palm sugar or maple syrup, 500ml vegetable stock, hot (we like Knorr), 400g can black beans, rinsed and drained, Bunch fresh coriander, stalks finely chopped, leaves roughly chopped, Juice ½ lime, plus 6 wedges to serve, 200g bag tortilla chips, 100g lincolnshire poacher, strong cheddar or vegetarian alternative, grated, 4 spring onions, chopped, 3 pickled jalapeños from a jar, chopped",394,19.4,5.3,12.8,37.5,10.6,8.8,1.7,Mexico
16,Red pepper and courgette enchiladas,"1 large or 2 small red peppers, deseeded and cut into strips, 2 courgettes, cut into batons, 1 red onion, cut into wedges, Olive oil to drizzle, 1 red chilli, finely sliced, 1 tsp each ground coriander and ground cumin, toasted in a pan for 1 minute, Handful fresh coriander, chopped, 1 onion, finely chopped, 2 garlic cloves, crushed, 800g ripe tomatoes, chopped, 4 flour tortillas, 100g grated cheddar, 100g grated mozzarella",488kcal,21.5,11.2,20.4,49,13.4,8.2,1.8,Mexico
17,Beef enchiladas,"half a batch of this beef and vegetable stew, a glug of vegetable oil, 1 onion, roughly chopped, 1 tsp ground cumin, 1 tsp ground coriander, 4 tsp chipotle paste, 400g tin of chopped tomatoes, a splash of beef stock, 2 large flour tortillas, 4 tbsp soured cream, 30g grated cheddar, a green salad, to serve, 1 litre ovenproof dish",801,42.3,13,55.3,33.4,24,9.2,1.8 salt,Mexico
18,Fried kale with black bean chilli and guacamole,"2 x 400g tins black beans, drained and rinsed, 200ml hot vegetable stock, 1-2 red chillies, deseeded and finely chopped, Good dollop of Greek yogurt, plus extra to serve, 2 tbsp olive oil, 200g curly kale, 1 garlic clove, crushed, Splash of white wine vinegar (optional), 4 medium free-range eggs, 75g grated cheddar, Hot chilli sauce (we like Lingham’s) or ketchup to serve, 2 large ripe avocados, 110g vine tomatoes, deseeded and roughly chopped, ½-1 green chilli, deseeded and finely chopped, 1-2 spring onions, finely sliced, Juice of 1-2 limes",406,28.4,8.9,19.2,18.7,3.2,8.6,0.5,Mexico
19,Spicy turkey enchiladas,"1 tbsp olive oil, plus extra for oiling, 1 small onion, finely chopped, 2 large garlic cloves, crushed, 2 tbsp chipotle chilli paste (see know-how), 2 x 400g tins chopped tomatoes, 250ml fresh turkey or chicken stock, Splash of red wine vinegar, 8 small corn tortillas, 400g leftover turkey, shredded, 2 tsp smoked paprika, Pinch of cayenne pepper, 1½ tsp ground cumin, 5-6 pickled jalapeño slices, chopped, plus a splash of the pickling liquid, 300ml soured cream, 40g cheddar, grated",713,27.6,13.5,46.2,66.7,10.9,5.6,1.6,Mexico
