,Title,Ingredients,Kcal,Fat,SaturatedFat,Protein,Carbohydrates,Sugars,Fibre,Salt,Country
16,Dishoom’s Bhel,"½ medium green chilli, chopped, 10g fresh coriander leaves, chopped, plus a little extra to finish the dish,  10g fresh ginger, very finely chopped, 50g red onion, finely chopped, 50g tomato, finely chopped, 25g pomegranate seeds (less than ½ pomegranate), 40g Bombay mix (see tips), 15g mamra (see Know-how), 25g fine sev (see Know-how), 40g tamarin chutney (see tips), 20g coriander and mint chutney, 2 tsp lime juice, Pinch fine sea salt",114,3.4,0.4,2.9,16.9,9.6,1.7,0.4,India
17,Dishoom’s Akuri (spiced scrambled eggs),"1 medium tomato (about 70g), 1 tsp olive oil, Sea salt flakes, ½ small green chilli, very finely chopped, 6 fresh rosemary sprigs, very finely chopped,  ¼ red onion, finely chopped,  ¼ tsp ground turmeric, Pinch deggi mirch (see Know-how), 2 large free-range eggs (see tips), 1 tbsp vegetable oil,  ¼ tsp fine sea salt, 1 thick slice white bloomer or sourdough loaf, Butter for spreading, A few fresh coriander leaves",513,33.1,8.5,22.8,29.2,5.5,3.7,3.2,India
18,Dishoom’s Prawn Koliwada,"20g rice flour, 20g chickpea (gram) flour (from large supermarkets), 2½ tsp deggi mirch (see Know-how), 1½ tsp garam masala , 1½ tsp ground cumin, ⅔ tsp ground turmeric, ⅔ tsp fine sea salt, 1 tsp ginger paste , 2 tsp garlic paste, 2 tbsp finely chopped fresh curry leaves (from large supermarkets or amazon.co.uk – or use dried), 40ml lime juice, 300g sustainable raw, peeled king prawns, Vegetable oil for deep-frying, Lime wedges, Ready-made tamarind chutney and/or green vada chutney",219,13.2,1,15.9,7.9,0.5,2.1,1.5,India
19,Dishoom’s Kebab Masala,"10g kasoori methi  (dried fenugreek leaves; from souschef.co.uk), 22g chaat masala, 2g deggi mirch (see Know-how), 1g garam masala, 1g fine sea salt",,,,,,,,,India
20,Freezer-friendly chicken and spinach tikka masala,"1 tbsp sunflower oil, 4 frozen free-range chicken breasts, defrosted and cut into 3cm chunks, 100g frozen chopped onion, 2 garlic cloves, crushed, 2 tsp frozen grated ginger (from most large supermarkets), Large bunch fresh coriander, leaves picked, stalks chopped and kept separate, 1 tsp ground cumin, 100g chicken tikka curry paste, 400g can chopped tomatoes, 350g frozen spinach, defrosted and squeezed dry in a sieve, 3 tbsp single cream, Basmati rice or naan bread to serve",360.0,14.0,2.6,44.7,10.3,8.4,5.9,0.4,India
21,"Aromatic egg, spinach and potato curry","⅓ quantity fragrant curry sauce (430ml), 200g baby new potatoes, quartered, 2 large free-range eggs, Large handful baby leaf spinach, 1 spring onion, finely sliced, Small handful coriander, chopped, 1 red chilli, finely sliced, Steamed basmati rice to serve",577.0,43.9,31.4,15.2,28.1,8.7,4.3,0.4,India
22,Fragrant curry sauce,"1 tbsp vegetable oil, 5 shallots, roughly chopped, 5 garlic cloves, roughly chopped, 2 tbsp freshly grated ginger, 1½ tbsp curry powder, 3 red chillies, roughly chopped (deseeded, if you prefer less heat), 1 tbsp galangal paste (see Know-how), 2 x 400ml tins coconut milk, 1 large lemongrass stalk, bruised, 1 large cinnamon stick, 250ml vegetable stock (check it’s gluten-free, if you need it to be), Juice 2 limes, 2 tbsp tamarind paste (from most supermarkets; see Know-how), Mini-chopper or blender",269.0,24.9,19.7,2.5,8.1,4.7,1.4,0.1,India
23,Spicy salmon and aubergine curry,"1 tbsp oil , 1 sliced aubergine, 1 chopped onion , 3 tbsp gochujang (see Know-how),  2 crushed garlic cloves , 200ml coconut milk, 200ml veg stock, 2 sustainable skinless salmon fillets, ½ tsp toasted sesame seeds, 2 chopped spring onions, A few fresh coriander sprigs, Steamed rice, to serve",625.0,42.8,18.8,29.5,26.4,13.3,8.0,1.1,India
24,Easy Bengali fish curry,"1 onion, roughly chopped, 2 garlic cloves, roughly chopped, 2cm piece fresh ginger, roughly chopped, 1 red chilli, deseeded (leave the seeds in if you like it hot) and roughly chopped, Bunch fresh coriander, leaves and stems chopped separately, a few leaves left whole to garnish, 1 tbsp olive oil or ghee, 12 dried curry leaves, 1 tsp panch phoran (see Know-how) or black mustard seeds, 2 tsp mild curry powder, ½ tsp ground turmeric, 1 tsp ground coriander, 1 tsp ground cumin, 400g tin chopped tomatoes, 2 tbsp tamarind paste, 500g skinless boneless firm white sustainable fish (such as ling, cod or haddock), chopped into bite-size pieces, Steamed basmati rice, dosas or naan bread and chutneys to serve, Food processor or blender",195.0,4.9,0.8,24.5,11.6,8.1,3.3,0.4,India
25,Potato and paneer curry,"2 tbsp vegetable oil, 226g pack paneer, cut into 2cm cubes, 1 large onion, chopped, 750g baby potatoes, cut into 2-3cm chunks, ½ x 283g jar bhuna curry paste, 500g carton passata, 1 vegetable stock pot (we used Knorr), 200g frozen peas, 20g coriander, chopped, Juice 1 lime, Natural yogurt and naan to serve",569.0,28.6,9.7,25.5,47.6,14.6,9.6,3.0,India
26,Chickpea dhal with naan bread crisps,"Ghee, 1 chopped onion, 1 crushed garlic clove,  1½ tsp curry powder, 300ml vegetable stock or water, 400g tin of drained and rinsed chickpeas, reserving 2 tbsp, 300g naan bread, Vegetable oil, Pinch of chilli powder, Fresh coriander leaves and natural yogurt, to serve",368.0,14.8,4.6,10.5,45.8,3.6,4.9,0.6,India
27,Kashmiri lamb meatballs with prunes,"1 tbsp fennel seeds, finely ground in a pestle and mortar, 6 green cardamom pods, seeds removed and finely crushed, 3 black cardamom pods, seeds removed and finely crushed, 1 tbsp ground cumin, ½ tsp ground ginger, ¼ tsp ground cinnamon, ½ tbsp kashmiri chilli powder or hot (unsmoked) paprika, 500g British organic lamb mince, 1 medium free-range egg, beaten, 10 pitted prunes, 2 tbsp vegetable oil, 1 cinnamon stick, broken in half, 2 dried bay leaves, 3 green cardamom pods, ¼ tsp ground asafoetida (optional; see Know-how), ¾ tbsp kashmiri chilli powder or hot (unsmoked) paprika, 2 tbsp fennel seeds, finely ground in a pestle and mortar, 1 tbsp ground cumin, ½ tsp ground ginger, ¼ tsp ground cinnamon, 2 tbsp tamarind paste or lime juice to taste (see Know-how), Plain yogurt, fresh coriander and basmati rice to serve",433.0,31.0,6.7,25.9,11.15,4.7,3.4,0.7,India
28,Spiced onion fritters with poached eggs,"350g waxy potatoes (such as charlotte), peeled and coarsely grated, 250g sweet potatoes, peeled and coarsely grated, 2 red onions, thinly sliced, 2 tsp salt, 150g gram (chickpea) flour, from large supermarkets and Asian grocers; we used East End, 8 large free-range eggs, 5 tbsp milk, 1 tsp nigella seeds, plus extra to serve, ½ tsp ground cumin, ½ tsp ground coriander, 1 tbsp mango chutney, plus extra to serve, ¼ tsp celery salt, 90g samphire (if you can’t get hold of this add the same quantity of sweet potato), Small handful fresh coriander, stalks and leaves chopped separately, Vegetable oil for frying, Natural yogurt to serve, Non-stick, heavy-based 20cm frying pan",417.0,18.2,3.4,20.7,39.0,8.2,7.2,2.8,India
29,South Indian-style fish curry,"Glug groundnut or olive oil, 1 tbsp black mustard seeds, 12 freeze-dried curry leaves, 1 onion, finely sliced or grated, 2 tsp grated ginger, 2 fat garlic cloves, crushed, 1 red chilli, chopped, 2 tsp ground turmeric, 1 tsp ground coriander, 1 tsp ground cumin, Pinch chilli flakes (optional), 400g vine tomatoes, chopped, 250ml pack coconut cream (we used Blue Dragon), 1 lime, halved, plus extra wedges to serve, 400-500g skinless pollack fillet, cut into 3cm chunks, Fresh coriander leaves to garnish, Steamed rice or warmed naan bread to serve",291.0,19.4,10.6,20.2,7.6,5.3,2.5,0.2,India
30,Lamb and chickpea sikandari,"2.5kg British higher welfare leg of lamb or small leg of goat (see Know-how), Rice or chapatis to serve, 1 tbsp ground cumin, 1 tbsp ground coriander, 1 tbsp ground turmeric, 15 small garlic cloves, grated, 1 tbsp chilli powder, 1 tbsp tandoori masala powder (see tips), 2 tbsp dried fenugreek leaves (see tips), 1 tbsp garam masala, 1 tbsp curry powder, 1 tbsp grated fresh ginger, 1 tbsp English mustard, 2 tbsp finely chopped fresh mint leaves, 4 tbsp olive oil, Finely grated zest and juice 2 lemons, 1kg greek yogurt, 3 tbsp fine sea salt, 2 tbsp olive oil, 2 onions, finely chopped, 2 garlic cloves, crushed, 5cm piece fresh ginger, grated, 4 tsp curry powder, 2 x 400g tins chopped tomatoes, 400g tin chickpeas, drained and rinsed, ½ tsp garam masala",832.0,51.6,21.0,71.2,17.9,9.6,5.7,2.1,India
31,Cumin paneer salad,"100ml natural yogurt, ½ tsp ground cumin, ½ tsp ground turmeric, ½ tsp salt, 225g paneer, cut into rectangles, 1 tbsp sunflower oil, 200g mixed salad leaves, Sliced red chilli and pomegranate seeds to garnish, 2 tsp olive oil, 6 garlic cloves, roughly chopped, 25g toasted peanuts, 1 red chilli, roughly chopped, ¼ tsp salt",307.0,23.7,11.4,16.1,6.3,5.2,1.8,0.35,India
32,Chicken and potato in pickling spices,"2 tbsp mustard oil or vegetable oil (see Know-how), Pinch ground asafoetida (from Ocado, Asian grocers and online), 1 tsp black mustard seeds, 1 tsp fenugreek seeds, 1 tsp cumin seeds, 2 tsp fennel seeds, 2 tsp nigella seeds, 4 dried red chillies, 2 red onions, finely chopped, 4 garlic cloves, finely chopped, 1cm piece fresh ginger, peeled and finely chopped, 2 tbsp tomato purée, 1½ tsp salt, 1 tsp ground turmeric, 1 tsp chilli powder, 8 free-range skinless chicken pieces on the bone (I use 4 thighs and 4 drumsticks), 100ml natural yogurt, 2 tsp kashmiri chilli powder (see Know-how), 2 unpeeled medium potatoes, sliced into 1cm rounds",421.0,11.9,2.5,48.2,5.2,8.3,5.2,0.7,India
33,Chana dal with okra and coconut,"250g chana dal (split chickpeas), 1½ tsp salt, 1 tsp ground turmeric, 1 tbsp ghee, 1 tsp black mustard seeds, 10 fresh curry leaves, 4 dried red chillies, 4 banana shallots, thinly sliced into rounds, 400g okra, cut into 1cm pieces, ½ tsp chilli powder, 1 tsp ground cumin, 1 tsp garam masala, 100g fresh coconut, very finely chopped",398.0,15.5,10.6,19.6,38.6,5.5,12.7,0.2,India
34,Masala cauliflower potatoes,"1 tbsp sunflower oil, 1 tsp black or yellow mustard seeds, 1 tsp cumin seeds, 1 large onion, roughly chopped, 2 garlic cloves, finely chopped, 1cm piece fresh ginger, peeled and finely chopped, 1 small green chilli, finely chopped, 2 plum tomatoes from a tin, roughly chopped, 1 tsp salt, 1 tsp garam masala, 1 tsp ground turmeric, ½ tsp chilli powder, 200g frozen peas, 1 large cauliflower, cut into small florets, 1 large potato, cut into 2.5cm chunks, Handful fresh coriander leaves, finely chopped, to garnish",252.0,5.6,0.9,12.5,32.9,12.7,10.0,0.1,India
35,Hot and spicy coconut prawns,"12 sustainable raw king prawns, shelled and deveined (tails intact), 1cm piece fresh ginger, peeled and grated, 2 garlic cloves, grated, ¼ tsp salt, ¼ tsp chilli powder,  ¼ tsp ground turmeric, ¼ tsp crushed fennel seeds, 1 tbsp sunflower oil, 10 fresh curry leaves (see Know-how), ½ tsp black mustard seeds, ½ tsp fennel seeds, 2 small green chillies, thinly sliced, 2 red onions, thinly sliced, 100g fresh coconut, thinly sliced, ½ tsp salt,  ½ tsp ground turmeric, ½ tsp garam masala, 1 tsp ground coriander, 1 tbsp kashmiri chilli powder (see Know-how on p103)",217.0,13.4,8.4,13.7,7.6,5.6,5.6,1.0,India
36,Masala ‘recovery’ scrambled eggs,"4 medium free-range eggs, Knob of butter, 1 onion, finely chopped, 1 garlic clove, finely chopped, 1 small bird’s eye chilli, finely chopped (leave the seeds in if you like it really spicy), 1 tsp ground cumin, 1 tsp ground turmeric, 1 tsp curry powder, Splash double cream (optional), About 10g fresh coriander, leaves and stems chopped, Well-buttered toast to serve",245.0,16.1,5.8,17.2,6.4,4.6,2.6,0.6,India
37,Mughlai paneer kofta curry,"2 tbsp virgin coconut oil, ¾ tsp crushed garlic, ¾ tsp finely grated fresh ginger, 1 tsp sugar, ¼ tsp ground turmeric, 1 tsp garam masala, 2 tsp dried fenugreek leaves (kasuri methi), crushed (see tip), 250ml double cream, plus a splash extra (optional), Coriander leaves to garnish, 350g paneer, crumbled or grated, 230g floury potatoes, such as king edward, boiled and mashed, 60g mixed unsalted cashews, almonds, pistachios and sultanas, chopped, 2 Indian green chillies, ﬁnely chopped (see tips), 3cm piece fresh ginger, grated, ¼ tsp ground turmeric, ½ tsp garam masala, 1 litre vegetable oil for deep-frying, 40g blanched almonds, 40g unsalted cashews, 3 large onions, quartered, 3 Indian green chillies, roughly chopped (see tips), 1 cinnamon stick, broken, 3 whole cloves, Seeds from 4 green cardamom pods, 2 tsp cumin seeds, toasted in a dry frying pan and ground in a pestle and mortar, 1 tbsp coriander seeds, Food processor",692.0,58.0,28.6,21.7,18.7,9.8,4.3,0.1,India
38,How to make paneer and pea samosas,"400g plain flour, plus extra to dust, 1 tsp fine sea salt, 1tsp carom seeds (see Know-how), 80ml sunflower oil, plus extra for oiling, 1 tbsp sunflower oil, plus extra for deep-frying, 2 tsp mustard seeds (use a mixture of black and yellow), ½ tsp garam masala, ½ tsp chilli powder, 1 tsp mango powder (see Know-how), 1 green chilli, finely chopped, 100g peas (frozen or fresh), 225g paneer, coarsely grated, Finely grated zest 1 lemon, 4 tbsp finely chopped fresh coriander, 2 tbsp finely chopped fresh mint, 1¼ tsp fine sea salt, Coriander chutney and tamarind chutney (we like Geeta’s) to serve",143.0,7.7,2.3,4.2,13.9,0.6,1.1,0.5,India
39,Coconut chicken rice,"1 tbsp light olive oil, 8 free-range chicken thighs (use skin-on, bone-in thighs for the best flavour), 1 large onion, sliced, 240g basmati rice, rinsed, 400ml can reduced-fat coconut milk, 60g blanched hazelnuts, toasted, 2-3 tsp toasted sesame oil to taste, plus extra to drizzle, 100-150g brussels sprouts, shredded, 1-2 green chillies, thinly sliced, to taste, Small bunch fresh coriander, finely choppe, Finely grated zest and juice 1 lime, plus extra wedges to serve",,,,,,,,,India
40,Aubergine and tofu curry,"2 tbsp rapeseed oil, plus extra for frying, 2 aubergines (about 300g), cut into large chunks, 396g block firm tofu, drained (see tip), 2 shallots, finely chopped, 1 tsp mustard seeds, 2 tbsp curry powder, 1 vegetable stock cube, 300ml boiling water, 200g greek yogurt, 50g mango chutney, Handful fresh coriander, roughly chopped, Small handful roasted peanuts, roughly chopped, Basmati rice and roti to serve (optional)",412.0,27.6,6.0,19.6,17.0,12.9,8.9,1.2,India
41,Kitchari,"70g white basmati rice, soaked for 1 hour, 70g mung dal (or mung beans, soaked overnight), 2 tbsp ghee, 1 bay leaf, pinch of asafoetida, 370ml water, 1 tsp cumin seeds, 5cm piece of fresh ginger, finely chopped, or 1⁄4 tsp ground ginger, 1 tsp ground turmeric, 1⁄4 tsp black pepper pinch of sea salt, to taste, Fresh coriander, to serve (optional)",,,,,,,,,India
42,Spiced paneer with quick-pickled cucumber,"5 tbsp tikka masala paste, Grated zest and juice ½ lemon, 2 x 225g packs paneer, each cut into 12 cubes, 3 tbsp mango chutney (we used Geeta’s), 1 tbsp olive oil, Vegetable oil for frying, Handful micro herbs (see tip), 4 tbsp white wine vinegar, 2 tbsp caster sugar, ½ cucumber, peeled into 24 ribbons, 1 tsp nigella seeds, About 24 canapé skewers (from most large supermarkets)",90.0,6.7,3.3,4.0,3.3,3.1,0.5,0.2,India
43,Naan pizzas,"6 garlic and coriander mini naans (see tip), 3 handfuls sliced kale, washed, tough stalks removed, ½ head cauliflower, sliced very finely, thick stalks removed, 1 red onion, thinly sliced, 226g full-fat paneer, sliced, 2 tbsp olive oil, plus extra to grease, 2 tsp chilli flakes, 2 tbsp spiced mango chutney (we used Geeta’s), Green salad to serve (optional)",319.0,16.1,6.6,15.4,25.9,8.1,4.4,0.6,India
44,Dosa pancakes,"Rapeseed oil for frying, 1 tsp mustard seeds, 75g gram (chickpea) flour, 75g plain flour, 325ml semi-skimmed milk, 4 fried eggs cooked to your liking, A scattering of chopped coriander, Sliced red chilli",,,,,,,,,India
45,Chicken tikka masala,"6 skinless, boneless free-range chicken breasts, cut into large chunks, Steamed basmati rice, paratha, raita and fresh coriander leaves to serve, 2 tsp garam masala, 1 tsp cumin seeds, 1 tsp coriander seeds, ½ tsp hot chilli powder, ½ tsp hot paprika, Pinch ground turmeric, 4 garlic cloves, crushed, 3cm piece fresh ginger, grated, Juice 1 small lemon, 150ml natural yogurt, 1 tbsp vegetable or sunflower oil, 1 onion, finely chopped, 2 tsp garam masala, 1 tsp ground fenugreek, 1 whole star anise, Large pinch ground turmeric, 5cm piece fresh ginger, grated, 25g ground almonds, 275g ripe baby plum tomatoes, halved, Large pinch caster sugar, 200ml chicken stock, hot, 200ml tomato passata, 150ml single cream, Metal or wooden skewers (if using wooden, soak in water for 30 minutes)",312.0,12.1,4.4,40.9,8.8,6.9,2.0,0.6,India
46,Cheat’s tandoori chicken with cucumber rice salad,"100g full-fat greek yogurt, 50g madras curry paste, 1 garlic clove, crushed, 4 free-range chicken breast fillets, each one halved horizontally to make 2 thinner fillets, 2 x 250g pouches ready-to-heat basmati rice, 1 cucumber, sliced into thin half-moons, 1 small pack fresh coriander, chopped, 3 fresh mint sprigs, leaves picked and finely chopped, 1 tbsp rice vinegar, 1 tsp olive oil, ¼ tsp caster sugar, Mango chutney to serve",401.0,9.1,2.4,42.9,35.7,3.4,2.5,0.7,India
47,Griddled Bajan spiced prawn wraps with chunky tomato sauce,"Glug of olive oil, 2 crushed garlic cloves, 1 finely chopped red chilli , 2 tsp red wine vinegar, 400g tin of chopped tomatoes,  1 tsp caster sugar/agave nectar (optional), 1 tsp dried thyme, 1 tsp dried marjoram, ½ tsp cayenne pepper, 1 tsp ground turmeric, 1 tsp garlic powder, 1 tsp smoked paprika, 300g peeled, sustainable raw king or tiger prawns, 200g finely shredded white cabbage, 2 large carrots, Peeled into ribbons, Large bunch of chopped flatleaf parsley leaves, Glug of extra-virgin olive oil, Juice of 1 lemon,  ½ bunch of coriander leaves, Olive oil, 4 warmed tortilla wraps",408.0,13.9,3.1,21.2,44.7,14.3,9.9,1.2,India
48,Kimchi parathas,"300g kimchi, drained (see tip), plus extra to serve, 375g chapati flour (from Tesco, Ocado and Holland & Barrett), plus extra for dusting, 1 tsp salt, 4 tbsp oil or ghee, plus extra for greasing and frying, 275-300ml warm water, Fried eggs, Spring onions, finely sliced",241.0,8.0,4.6,4.7,36.6,0.3,1.9,0.8,India
49,Paneer gnudi with saag,"2 litres whole organic milk – the creamier the better, Juice 1 lemon, 1 large free-range egg yolk, 50g parmesan (or vegetarian alternative), grated, plus extra, Generous grating of nutmeg, 200g fine semolina, 25g butter, 500g young leaf spinach, 40g butter, 1 onion, finely chopped, 1 tsp cumin seeds, Thumb-size piece fresh ginger, finely grated, 3 garlic cloves, chopped, 1 green chilli, finely chopped, 200g cavolo nero or other seasonal cabbage, thick stalks discarded and leaves chopped, 60ml extra-virgin olive oil, 2 garlic cloves, finely sliced, 1 red chilli, finely chopped, Grated zest and juice 1 lemon, 1 preserved lemon, peel finely chopped (flesh discarded) or 2 strips lemon zest, finely sliced, Toasted pine nuts",624.0,39.5,19.1,23.5,41.7,16.4,4.2,1.0,India
